"AuthorID","CitationsAll","CitationsS2014","hIndexAll","hIndexS2014","i10IndexAll","i10IndexS2014","CoAuthorIDs","CoAuthorNames","Description","DescriptionURLs"
eUfdZowAAAAJ, 42231, 18118, 83, 56, 169, 142, , , Professor for Materials Theory,  | ETH Zurich | Verified email at mat.ethz.ch -  | Homepage | Materials Theory | Multiferroics | Strongly Correlated Materials, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.theory.mat.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:materials_theory | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:multiferroics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:strongly_correlated_materials
8B4xjdYAAAAJ, 42348, 13547, 105, 58, 488, 278, , , Professor of Physics,  | ETH Zurich | , Swiss Federal Institute of Technology | Verified email at phys.ethz.ch -  | Homepage | Physics | Ultrafast Science | Laser Physics | Attosecond Science | Frequency comb, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.ulp.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:physics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:ultrafast_science | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:laser_physics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:attosecond_science | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:frequency_comb
DfmFBWMAAAAJ, 41785, 14373, 90, 55, 181, 138, , , Professor of Physics,  | ETH Zurich | Verified email at phys.ethz.ch | quantum optics | mesoscopic physics, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:quantum_optics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:mesoscopic_physics
vSD9i7kAAAAJ, 36821, 18202, 81, 56, 185, 160, , , ETH Zurich | Verified email at env.ethz.ch -  | Homepage | climate change | carbon cycle | nitrogen cycle | ocean biogeochemistry | ocean acidification, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.up.ethz.ch/people/person-detail.html?persid=45838 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:climate_change | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:carbon_cycle | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nitrogen_cycle | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:ocean_biogeochemistry | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:ocean_acidification
aIGWBD4AAAAJ, 34730, 8530, 99, 45, 379, 171, , , ETH-z | Verified email at behav.biol.ethz.ch, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199
tiIdgrAAAAAJ, 37227, 11360, 80, 49, 162, 117, , , ETH Zurich | Verified email at biol.ethz.ch -  | Homepage | Metabolism | Diabetes | RNA biology | RNA therapeutics, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.mhs.biol.ethz.ch/research/stoffel.html | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:metabolism | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:diabetes | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:rna_biology | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:rna_therapeutics
SOi3kXgAAAAJ, 37505, 11695, 62, 43, 122, 107, , , ETH Zurich | Verified email at ethz.ch -  | Homepage | Optical Materials | Nanocrystals | Plasmonics, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.omel.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:optical_materials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nanocrystals | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:plasmonics
uxk0GmUAAAAJ, 34950, 13147, 94, 56, 379, 259, , , ETH Zurich | , Disney Research Zurich | Verified email at inf.ethz.ch -  | Homepage | Computer Graphics | Modeling | Physics-based Animation | Video Processing, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://graphics.ethz.ch/~grossm | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:computer_graphics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:modeling | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:physics_based_animation | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:video_processing
1BM0s70AAAAJ, 37170, 16269, 78, 52, 198, 163, , , ETH Zurich | Verified email at ethz.ch -  | Homepage | Levitodynamics | Nano-Optics | Optoelectronics, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.photonics.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:levitodynamics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nano_optics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:optoelectronics
0EMhA8AAAAAJ, 36033, 20976, 93, 69, 533, 398, , , Professor für Leistungselektronik,  | ETH Zürich | Verified email at lem.ee.ethz.ch | Leistungselektronik | Mechatronik, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:leistungselektronik | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:mechatronik
3CB0kLMAAAAJ, 38270, 10530, 96, 50, 420, 184, , , Professor Physik,  | ETH Zurich | Verified email at particle.phys.ethz.ch | Astroparticle | Cosmic Rays | Very high energy astronomy | silicon photomultiplier SiPM, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:astroparticle | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:cosmic_rays | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:very_high_energy_astronomy | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:silicon_photomultiplier_sipm
AfqWB1oAAAAJ, 39204, 12620, 97, 51, 399, 243, , , ETH Zurich | Verified email at phys.ethz.ch -  | Homepage | Quantum Cascade Laser | microcavity | strong light-matter coupling | Terahertz | Dicke phase transition, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.qoe.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:quantum_cascade_laser | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:microcavity | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:strong_light_matter_coupling | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:terahertz | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:dicke_phase_transition
bGemzGgAAAAJ, 34449, 12424, 104, 56, 384, 284, , , ETH Zurich | , Switzerland, Professor of Process Engineering & Materials Science | Verified email at ptl.mavt.ethz.ch -  | Homepage | Chemical Engineering | Aerosols | Combustion | Gas Sensors | Particle Technology, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.ptl.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:chemical_engineering | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:aerosols | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:combustion | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:gas_sensors | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:particle_technology
aAJzSOUAAAAJ, 33586, 11322, 72, 45, 162, 98, , , Professor,  | ETH Zurich | Verified email at ethz.ch | Management | Innovation | Strategy, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:management | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:innovation | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:strategy
T3hAyLkAAAAJ, 33317, 12432, 57, 40, 104, 77, , , Professor of Computer Science,  | ETH Zurich | Verified email at inf.ethz.ch -  | Homepage | Machine Learning | Machine Intelligence | Natural Language Understanding, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.da.inf.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:machine_learning | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:machine_intelligence | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:natural_language_understanding
HQu2vicAAAAJ, 32626, 13171, 93, 52, 328, 272, , , Professor of Biomechanics, Institute for Biomechanics,  | ETH Zurich | Verified email at ethz.ch | Bioimaging | Biomechanics | Mechanobiology | Biomedical Engineering | Bone, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:bioimaging | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:biomechanics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:mechanobiology | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:biomedical_engineering | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:bone
qbp3A8sAAAAJ, 30824, 10174, 87, 49, 366, 195, , , ETH Zürich | Verified email at mat.ethz.ch -  | Homepage, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.nonmet.mat.ethz.ch/people/profs/gauckler
3r-fWJwAAAAJ, 30310, 16940, 68, 52, 155, 127, , , Professor of Statistics and Mathematics,  | ETH Zurich | Verified email at stat.math.ethz.ch | Statistics | Machine Learning | Causal Inference | Computational Biology, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:statistics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:machine_learning | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:causal_inference | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:computational_biology
tQuQ1FwAAAAJ, 33999, 14516, 68, 43, 145, 113, , , Professor,  | ETH Zürich | Verified email at inf.ethz.ch -  | Homepage | Machine Learning | Computational Biology | Genetics | Cancer | Health Informatics, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://raetschlab.org/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:machine_learning | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:computational_biology | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:genetics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:cancer | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:health_informatics
KmYuAeUAAAAJ, 29512, 12302, 77, 48, 166, 138, , , Professor,  | ETH Zurich | Verified email at env.ethz.ch -  | Homepage | Climate change | climate dynamics | numerical modeling, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.iac.ethz.ch/people/schaer/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:climate_change | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:climate_dynamics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:numerical_modeling
so4ouzAAAAAJ, 28284, 5094, 78, 28, 221, 79, , , ETH Zurich | Verified email at ethz.ch, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199
NQYd_lsAAAAJ, 29998, 5400, 81, 36, 401, 106, , , Professor of Physics,  | Swiss Federal Institute of Technology | , ETH-Zürich, Switzerland | Verified email at phys.ethz.ch -  | Homepage | Electro-optics | Nonlinear optics | THz | Photorefractive effect | Organic crystals, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.nlo.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electro_optics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nonlinear_optics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:thz | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:photorefractive_effect | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:organic_crystals
Eu0oEu0AAAAJ, 28158, 6054, 80, 38, 144, 97, , , ETH Zurich | Verified email at ethz.ch | systems biology | personalized medicine | personal data, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:systems_biology | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:personalized_medicine | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:personal_data
apfgZYkAAAAJ, 28046, 13529, 88, 61, 197, 157, , , ETH Zurich | Verified email at phys.ethz.ch -  | Homepage | Astrophysics, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.astro.ethz.ch/carollo | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:astrophysics
FS4800YAAAAJ, 28944, 20422, 72, 63, 177, 174, , , Professor for Land-Climate Dynamics,  | ETH Zurich | Verified email at ethz.ch -  | Homepage | climate change | land-climate dynamics | climate extremes, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.iac.ethz.ch/people/sonia | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:climate_change | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:land_climate_dynamics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:climate_extremes
mNdz5CMAAAAJ, 29297, 12379, 65, 47, 241, 169, , , Professor of Environmental Physics,  | ETH Zurich | Verified email at env.ethz.ch -  | Homepage | soil | water | flow transport | dielectrics | evaporation, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.step.ethz.ch/people/scientific-staff/prof-dani-or.html | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:soil | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:water | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:flow_transport | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:dielectrics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:evaporation
YYH0BjEAAAAJ, 29910, 14823, 89, 64, 342, 256, , , Director of Science, Microsoft HoloLens; Professor of Computer Science,  | ETH Zurich | Verified email at inf.ethz.ch -  | Homepage | Computer Vision | Computer Graphics | Robotics | Machine Learning | Augmented Reality, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.inf.ethz.ch/personal/pomarc/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:computer_vision | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:computer_graphics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:robotics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:machine_learning | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:augmented_reality
V752W9IAAAAJ, 29320, 16493, 76, 59, 347, 266, , , Professor,  | ETH Zürich | Verified email at eeh.ee.ethz.ch | Engineering, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:engineering
mgjVjH8AAAAJ, 29160, 17142, 86, 67, 340, 283, , , Professor of Catalysis Engineering,  | ETH Zurich | Verified email at chem.ethz.ch -  | Homepage | Catalysis | Reactor Engineering | Energy | Environment, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.perez-ramirez.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:catalysis | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:reactor_engineering | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:energy | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:environment
oYb5IdYAAAAJ, 27974, 14729, 73, 49, 226, 188, , , Professor,  | ETH Zurich |  & Paul Scherrer Institute | Verified email at ethz.ch -  | Homepage | Batteries | Energy Storage | Electrochemistry, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | https://www.psi.ch/de/lec/electrochemical-energy-storage | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:batteries | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:energy_storage | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electrochemistry
iHxT7SkAAAAJ, 27739, 10831, 63, 45, 102, 85, , , ETH Zurich | Verified email at phys.ethz.ch -  | Homepage | Quantum Physics, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.quantumoptics.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:quantum_physics
Uwa4FiUAAAAJ, 27659, 14444, 53, 34, 146, 101, , , ETH Zurich | Verified email at phys.ethz.ch -  | Homepage | Radiocarbon | geochronology, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.ams.ethz.ch/people/person-detail.html?persid=48559 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:radiocarbon | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:geochronology
kRZWwZ8AAAAJ, 27645, 8631, 89, 51, 230, 167, , , ETH Zurich | Verified email at mat.ethz.ch -  | Homepage | surface science | biomaterials | biointerfaces | biosensing | nano/microfabrication, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | https://www.linkedin.com/in/marcus-textor-2319a513/?originalSubdomain=ch | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:surface_science | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:biomaterials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:biointerfaces | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:biosensing | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nano_microfabrication
7XyGUGkAAAAJ, 27839, 20640, 91, 86, 248, 227, , , ETH Zürich |  and Carnegie Mellon University | Verified email at inf.ethz.ch -  | Homepage | Computer Architecture | Memory Systems | Energy Efficiency | Computer Systems | Genome Analysis, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | https://people.inf.ethz.ch/omutlu/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:computer_architecture | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:memory_systems | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:energy_efficiency | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:computer_systems | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:genome_analysis
L_JGehAAAAAJ, 27312, 7101, 77, 47, 175, 122, , , Theoretical Biology,  | ETH Zurich | Verified email at env.ethz.ch -  | Homepage | mathematical biology | evolution | infectious diseases | drug resistance, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.tb.ethz.ch/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:mathematical_biology | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:evolution | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:infectious_diseases | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:drug_resistance
EG3VPm4AAAAJ, 26964, 10244, 84, 47, 249, 163, , , ETH Zurich | Verified email at ethz.ch -  | Homepage | distributed computing | networking | algorithms | systems | learning, /citations?view_op=view_org&hl=en&oe=ASCII&org=4424634556969671199 | http://www.disco.ethz.ch/members/roger.html | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:distributed_computing | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:networking | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:algorithms | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:systems | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:learning
