Title,AuthorIDs,AuthorNames,Cited_url
Efficient routing in delay tolerant networks with correlated node mobility,wvvIyOwAAAAJ;ZPqZhnAAAAAJ;2OJOZTUAAAAJ,E Bulut;SC Geyik;BK Szymanski,"/scholar?cites=986273983208948024&as_sdt=2005&sciodt=0,5&hl=en"
Optimal forwarding in delay-tolerant networks with multiple destinations,pEfJPS0AAAAJ;bG6LZK8AAAAJ,E Altman;A Kumar,"/scholar?cites=6637279331365183050&as_sdt=2005&sciodt=0,5&hl=en"
A socially-based routing protocol for delay tolerant networks,V4FRuiMAAAAJ;ttUIYysAAAAJ,T Abdelkader;A Nayak,"/scholar?cites=17834238956255653853&as_sdt=2005&sciodt=0,5&hl=en"
Shaping opportunistic networks,ZFPFpDwAAAAJ,S Ferretti,"/scholar?cites=18309752247012177524&as_sdt=2005&sciodt=0,5&hl=en"
Reliable topology design in time-evolving delay-tolerant networks with unreliable links,7KohfEEAAAAJ;8FnnaioAAAAJ,F Li;S Chen,"/scholar?cites=17429658259550664074&as_sdt=2005&sciodt=0,5&hl=en"
Achieving energy-synchronized communication in energy-harvesting wireless sensor networks,NDPGyw8AAAAJ;c4iQwJgAAAAJ;BXp6PIIAAAAJ;hc1m_BQAAAAJ,Y Gu;L He;T Zhu;T He,"/scholar?cites=1204470068336540149&as_sdt=2005&sciodt=0,5&hl=en"
Approach-and-Roam (AaR): a geographic routing scheme for delay/disruption tolerant networks,X0hu8rIAAAAJ;sx_8BTcAAAAJ,Z Sun;H Cruickshank,"/scholar?cites=3354890520722122448&as_sdt=2005&sciodt=0,5&hl=en"
SARP-a novel multi-copy routing protocol for intermittently connected mobile networks,WSrMLPwAAAAJ,PH Ho,"/scholar?cites=99533025326603743&as_sdt=2005&sciodt=0,5&hl=en"
Vehicular communications: A network layer perspective,zFDFyO4AAAAJ;Iv2E-SsAAAAJ;d0FzG8YAAAAJ,H Peng;L Liang;GY Li,"/scholar?cites=4595281847888738071&as_sdt=2005&sciodt=0,5&hl=en"
MixZone in motion: achieving dynamically cooperative location privacy protection in delay-tolerant networks,_5lzNDUAAAAJ;8JVn8RsAAAAJ;TqyApAUAAAAJ,H Zhu;K Ota;M Dong,"/scholar?cites=17886885614188810800&as_sdt=2005&sciodt=0,5&hl=en"
Combined optimal control of activation and transmission in delay-tolerant networks,pEfJPS0AAAAJ;Ez9TfHsAAAAJ;NGIsUesAAAAJ,E Altman;AP Azad;T Başar,"/scholar?cites=16853258552817587450&as_sdt=2005&sciodt=0,5&hl=en"
Exploiting active subareas for multicopy routing in VDTNs,YXrNZKcAAAAJ;W0Cx7ZAAAAAJ;4HJi5zcAAAAJ,B Wu;H Shen;K Chen,"/scholar?cites=6887496093601687487&as_sdt=2005&sciodt=0,5&hl=en"
Cooperative data offloading in opportunistic mobile networks,k3IFtTYAAAAJ;t-FPWNgAAAAJ,Z Lu;T La Porta,"/scholar?cites=7827569185589652536&as_sdt=2005&sciodt=0,5&hl=en"
Evaluating the impact of energy consumption on routing performance in delay tolerant networks,gO5qMqgAAAAJ,A Socievole,"/scholar?cites=1092791004672243228&as_sdt=2005&sciodt=0,5&hl=en"
Controlled flooding in disconnected sparse mobile networks,V0UAZO0AAAAJ;oXasn9EAAAAJ,KA Harras;KC Almeroth,"/scholar?cites=8673118359010786482&as_sdt=2005&sciodt=0,5&hl=en"
A secure incentive scheme for delay tolerant networks,_5lzNDUAAAAJ;om3xUIcAAAAJ;DeBXK0UAAAAJ;Bjl3GwoAAAAJ,H Zhu;X Lin;R Lu;X Shen,"/scholar?cites=2371098552065751428&as_sdt=2005&sciodt=0,5&hl=en"
An incentive-compatible routing protocol for two-hop delay-tolerant networks,,,"/scholar?cites=9286971131277388207&as_sdt=2005&sciodt=0,5&hl=en"
Single hop detection of node clone attacks in mobile wireless sensor networks,ZFM3vykAAAAJ,S Liu,"/scholar?cites=5602885632456350930&as_sdt=2005&sciodt=0,5&hl=en"
Multi-copy data dissemination with probabilistic delay constraint in mobile opportunistic device-to-device networks,klVrU7gAAAAJ;7KohfEEAAAAJ;ouPBv-wAAAAJ,Y Liu;F Li;Y Wang,"/scholar?cites=14390580434682560141&as_sdt=2005&sciodt=0,5&hl=en"
ARBR: Adaptive reinforcement-based routing for DTN,WSrMLPwAAAAJ,PH Ho,"/scholar?cites=863290832650736128&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Autonomic behaviour of opportunistic network routing.,rCrzxbsAAAAJ;KniFTD0AAAAJ;sesKnygAAAAJ,C Boldrini;M Conti;A Passarella,"/scholar?cites=74461083055493418&as_sdt=2005&sciodt=0,5&hl=en"
Hierarchical trust management for wireless sensor networks and its application to trust-based routing,r1S8NBEAAAAJ;UdangLEAAAAJ;wToVkEUAAAAJ,F Bao;IR Chen;JH Cho,"/scholar?cites=4066090113000750027&as_sdt=2005&sciodt=0,5&hl=en"
A Markovian analysis for explicit probabilistic stopping-based information propagation in postdisaster ad hoc mobile networks,eBl025kAAAAJ;LfLfZXEAAAAJ,J Liu;N Kato,"/scholar?cites=16948639243690396608&as_sdt=2005&sciodt=0,5&hl=en"
On the improvement of scaling laws for large-scale MANETs with network coding,dJgRKmwAAAAJ,Y Fang,"/scholar?cites=67576539878254881&as_sdt=2005&sciodt=0,5&hl=en"
On the forwarding performance under heterogeneous contact dynamics in mobile opportunistic networks,hxzrx3kAAAAJ,CH Lee,"/scholar?cites=4207676536889926816&as_sdt=2005&sciodt=0,5&hl=en"
Home-based zero-knowledge multi-copy routing in mobile social networks,BVlfmXMAAAAJ,J Wu,"/scholar?cites=14485664505005344498&as_sdt=2005&sciodt=0,5&hl=en"
Enabling opportunistic storage for mobile DTNs,P4G4RsAAAAAJ;h16ode4AAAAJ,MJ Pitkänen;J Ott,"/scholar?cites=6184354704829871506&as_sdt=2005&sciodt=0,5&hl=en"
[BOOK] [B]   Middleware for network eccentric and mobile applications,eAc4Ng8AAAAJ;hywVBUIAAAAJ;KgpFwl4AAAAJ,B Garbinato;H Miranda;L Rodrigues,"/scholar?cites=26009998084992064&as_sdt=2005&sciodt=0,5&hl=en"
Performance evaluation of service execution in opportunistic computing,sesKnygAAAAJ;KniFTD0AAAAJ;BBRWvJUAAAAJ;idH8IwYAAAAJ,A Passarella;M Conti;E Borgia;M Kumar,"/scholar?cites=12124457345159638054&as_sdt=2005&sciodt=0,5&hl=en"
Distributed gradient optimization for epidemic routing: A preliminary evaluation,ajJxXnEAAAAJ;XSnZzV8AAAAJ;llnMK0sAAAAJ,G Neglia;G Reina;S Alouf,"/scholar?cites=11580013900111753415&as_sdt=2005&sciodt=0,5&hl=en"
Performance evaluation of routing schemes for energy-constrained delay tolerant networks,kmgzPeQAAAAJ;dcDrhzMAAAAJ,Y Li;P Hui,"/scholar?cites=471556440460243815&as_sdt=2005&sciodt=0,5&hl=en"
Autonomic detection of dynamic social communities in opportunistic networks,BBRWvJUAAAAJ;KniFTD0AAAAJ;sesKnygAAAAJ,E Borgia;M Conti;A Passarella,"/scholar?cites=3902724170481500783&as_sdt=2005&sciodt=0,5&hl=en"
On coordination in practical multi-robot patrol,arDFD58AAAAJ;qnwjcfAAAAAJ,N Agmon;P Stone,"/scholar?cites=6489801299233850316&as_sdt=2005&sciodt=0,5&hl=en"
A delay and cost balancing protocol for message routing in mobile delay tolerant networks,QBpJIDgAAAAJ;Avx7tdLrsCwC,SB Mokhtar;G Gianini,"/scholar?cites=14018965785176337750&as_sdt=2005&sciodt=0,5&hl=en"
Dynamic control of coding for progressive packet arrivals in DTNs,pEfJPS0AAAAJ;M_gMChEAAAAJ,E Altman;L Sassatelli,"/scholar?cites=17681752053550046456&as_sdt=2005&sciodt=0,5&hl=en"
An analysis of strategies for preventing selfish behavior in mobile delay tolerant networks,QBpJIDgAAAAJ,SB Mokhtar,"/scholar?cites=1730995826980771001&as_sdt=2005&sciodt=0,5&hl=en"
Self-adaptive contention aware routing protocol for intermittently connected mobile networks,WSrMLPwAAAAJ,PH Ho,"/scholar?cites=10975346795031383673&as_sdt=2005&sciodt=0,5&hl=en"
Security and privacy preservation in vehicular social networks,DeBXK0UAAAAJ,R Lu,"/scholar?cites=16010843311357225024&as_sdt=2005&sciodt=0,5&hl=en"
HyDi: a hybrid data dissemination protocol for highway scenarios in vehicular ad hoc networks,-ohscnEAAAAJ;EwdlgywAAAAJ;Y7c4eGAAAAAJ,G Maia;ALL Aquino;A Viana,"/scholar?cites=5486541190957135864&as_sdt=2005&sciodt=0,5&hl=en"
Recent progress in routing protocols of mobile opportunistic networks: A clear taxonomy; analysis and evaluation,GO4IiaQAAAAJ;jnBRjhcAAAAJ,P Yuan;S Tang,"/scholar?cites=14641253678972787383&as_sdt=2005&sciodt=0,5&hl=en"
Throughput capacity of MANETs with power control and packet redundancy,eBl025kAAAAJ;phdy0Y0AAAAJ,J Liu;H Nishiyama,"/scholar?cites=6981540207327985447&as_sdt=2005&sciodt=0,5&hl=en"
A routing defense mechanism using evolutionary game theory for Delay Tolerant Networks,qptgEhMAAAAJ;wHxXULMAAAAJ,X Wang;H Cheng,"/scholar?cites=7368870684443929688&as_sdt=2005&sciodt=0,5&hl=en"
CCR: Capacity-constrained replication for data delivery in vehicular networks,RiOpZgYAAAAJ;onGydcgAAAAJ;HkaEi3MAAAAJ;SLgWQLEAAAAJ,Y Wu;Y Zhu;H Zhu;B Li,"/scholar?cites=8943093735524518631&as_sdt=2005&sciodt=0,5&hl=en"
Capacity and delay of probing-based two-hop relay in manets,eBl025kAAAAJ;iebhNbEAAAAJ;phdy0Y0AAAAJ,J Liu;J Gao;H Nishiyama,"/scholar?cites=644431654250847238&as_sdt=2005&sciodt=0,5&hl=en"
Utilizing correlated node mobility for efficient DTN routing,wvvIyOwAAAAJ;ZPqZhnAAAAAJ;2OJOZTUAAAAJ,E Bulut;SC Geyik;BK Szymanski,"/scholar?cites=13856077836384749473&as_sdt=2005&sciodt=0,5&hl=en"
Simulating opportunistic networks: Survey and future directions,UGvfR5AAAAAJ;aExySZkAAAAJ;W8DXL1YAAAAJ,J Dede;A Förster;E Hernández-Orallo,"/scholar?cites=1789369903503897521&as_sdt=2005&sciodt=0,5&hl=en"
Performance analysis of scheduling and dropping policies in vehicular delay-tolerant networks,a4GD8aoAAAAJ,VNGJ Soares,"/scholar?cites=3881096849199783627&as_sdt=2005&sciodt=0,5&hl=en"
Forwarding redundancy in opportunistic mobile networks: Investigation and elimination,jPKDQwgAAAAJ;bRTsPsEAAAAJ;zD5ZfacAAAAJ,W Gao;Q Li;G Cao,"/scholar?cites=10048785597564751566&as_sdt=2005&sciodt=0,5&hl=en"
Data delivery properties of human contact networks,arSRJpgAAAAJ;zqKRsNUAAAAJ,N Sastry;D Manjunath,"/scholar?cites=4928468086172660261&as_sdt=2005&sciodt=0,5&hl=en"
A data transmission scheme for community-based opportunistic networks,,,"/scholar?cites=10026998221493322616&as_sdt=2005&sciodt=0,5&hl=en"
Exploiting double opportunities for deadline based content propagation in wireless networks,5kL-ZrAAAAAJ,NB Shroff,"/scholar?cites=16116582757461996007&as_sdt=2005&sciodt=0,5&hl=en"
An efficient anonymous authentication mechanism for delay tolerant networks,LSgGbWMAAAAJ,Z Cao,"/scholar?cites=12350756270638300924&as_sdt=2005&sciodt=0,5&hl=en"
Optimizing content dissemination in vehicular networks with radio heterogeneity,HLkvYl0AAAAJ,M Sathiamoorthy,"/scholar?cites=4387700257579251014&as_sdt=2005&sciodt=0,5&hl=en"
Impact of selective dropping attacks on network coding performance in dtns and a potential mitigation scheme,SZBKvksAAAAJ,M Chuah,"/scholar?cites=9845755821697336037&as_sdt=2005&sciodt=0,5&hl=en"
Time dependent message spraying for routing in intermittently connected networks,wvvIyOwAAAAJ;2OJOZTUAAAAJ,E Bulut;BK Szymanski,"/scholar?cites=1387405336808072690&as_sdt=2005&sciodt=0,5&hl=en"
Optimizing multi-copy routing schemes for resource constrained intermittently connected mobile networks,Nir4aJAAAAAJ,K Psounis,"/scholar?cites=4903898828637622287&as_sdt=2005&sciodt=0,5&hl=en"
Characterizing link connectivity for opportunistic mobile networking: Does mobility suffice?,hxzrx3kAAAAJ;DB-PAJsAAAAJ,CH Lee;J Kwak,"/scholar?cites=17170885279853483507&as_sdt=2005&sciodt=0,5&hl=en"
DAWN: A density adaptive routing for deadline-based data collection in vehicular delay tolerant networks,JHJozAYAAAAJ;2AQ0ABwAAAAJ,B Krishnamachari;L Zhang,"/scholar?cites=6106922536254217512&as_sdt=2005&sciodt=0,5&hl=en"
Impact of scheduling and dropping policies on the performance of vehicular delay-tolerant networks,na2eSl4AAAAJ;a4GD8aoAAAAJ,JA Dias;VNGJ Soares,"/scholar?cites=10374911184208799930&as_sdt=2005&sciodt=0,5&hl=en"
Modelling inter-contact times in social pervasive networks,sesKnygAAAAJ;KniFTD0AAAAJ;rCrzxbsAAAAJ,A Passarella;M Conti;C Boldrini,"/scholar?cites=1370727022529164945&as_sdt=2005&sciodt=0,5&hl=en"
Impact of strangers on opportunistic routing performance,GO4IiaQAAAAJ;A-vcjvUAAAAJ,PY Yuan;HD Ma,"/scholar?cites=1224916358162008637&as_sdt=2005&sciodt=0,5&hl=en"
Dynamic Prediction based Multi Queue (DPMQ) drop policy for probabilistic routing protocols of delay tolerant network,4Y4anakAAAAJ;2GKyHNkAAAAJ,S Rashid;MSM Zahid,"/scholar?cites=12424516211976323990&as_sdt=2005&sciodt=0,5&hl=en"
Adaptive fuzzy spray and wait: Efficient routing for opportunistic networks,EzQ9nw0AAAAJ,H Harkous,"/scholar?cites=6341072496721737054&as_sdt=2005&sciodt=0,5&hl=en"
Trace-based performance analysis of opportunistic forwarding under imperfect node cooperation,VaYHoB0AAAAJ;yh51PU0AAAAJ,M Karaliopoulos;C Rohner,"/scholar?cites=13863912866087962156&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Modeling on-body dtn packet routing delay in the presence of postural disconnections,21QCUVkAAAAJ,M Taghizadeh,"/scholar?cites=2458453141777533460&as_sdt=2005&sciodt=0,5&hl=en"
Preventing spam in opportunistic networks,SDSkJD8AAAAJ;wYJHLNgAAAAJ;CB7dUsIAAAAJ,S Trifunovic;M Kurant;KA Hummel,"/scholar?cites=15170096162495364275&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Social network analysis of human mobility and implications for dtn performance analysis and mobility modeling,YLKNNhAAAAAJ;WVLr6NYAAAAJ,T Hossmann;T Spyropoulos,"/scholar?cites=15711285093383981329&as_sdt=2005&sciodt=0,5&hl=en"
Modelling and analysis of communication traffic heterogeneity in opportunistic networks,OWCsHVoAAAAJ;WVLr6NYAAAAJ,P Sermpezis;T Spyropoulos,"/scholar?cites=18356638319531020259&as_sdt=2005&sciodt=0,5&hl=en"
A privacy preserving prediction-based routing protocol for mobile delay tolerant networks,QBpJIDgAAAAJ,SB Mokhtar,"/scholar?cites=10572788004588847404&as_sdt=2005&sciodt=0,5&hl=en"
Efficient interdomain multicast delivery in disruption tolerant networks,SZBKvksAAAAJ,M Chuah,"/scholar?cites=1461000064587047099&as_sdt=2005&sciodt=0,5&hl=en"
Optimal forwarding games in mobile Ad Hoc networks with two-hop f-cast relay,eBl025kAAAAJ;phdy0Y0AAAAJ,J Liu;H Nishiyama,"/scholar?cites=17388123096662182214&as_sdt=2005&sciodt=0,5&hl=en"
Routing in hybrid delay tolerant networks,g0-by2UAAAAJ,OP Waldhorst,"/scholar?cites=4032515049908077141&as_sdt=2005&sciodt=0,5&hl=en"
An improved routing algorithm based on social link awareness in delay tolerant networks,PsRe_NYAAAAJ,K Wang,"/scholar?cites=6145331308440842574&as_sdt=2005&sciodt=0,5&hl=en"
An economical; deployable and secure vehicular ad hoc network,LwW7GckAAAAJ;bfK_0uwAAAAJ,P Wang;C Zou,"/scholar?cites=13829114903271415635&as_sdt=2005&sciodt=0,5&hl=en"
Utility maximization for multimedia data dissemination in large-scale VANETs,uMFWYBoAAAAJ;KhHlHyEAAAAJ,J He;L Cai,"/scholar?cites=16961102577065703072&as_sdt=2005&sciodt=0,5&hl=en"
Social relationship enhanced predicable routing in opportunistic network,HPxykGUAAAAJ,Y Zhang,"/scholar?cites=10333550710802068081&as_sdt=2005&sciodt=0,5&hl=en"
Social-based autonomic routing in opportunistic networks,rCrzxbsAAAAJ;KniFTD0AAAAJ;sesKnygAAAAJ,C Boldrini;M Conti;A Passarella,"/scholar?cites=10087323586319115639&as_sdt=2005&sciodt=0,5&hl=en"
Data delivery scheme for intermittently connected mobile sensor networks,AURRRDIAAAAJ;B3CtxsAAAAAJ,E Talipov;H Cha,"/scholar?cites=11065225779313732748&as_sdt=2005&sciodt=0,5&hl=en"
Exploiting contact spatial dependency for opportunistic message forwarding,mp4gjc0AAAAJ,Z Chen,"/scholar?cites=641848251381822207&as_sdt=2005&sciodt=0,5&hl=en"
Dynamic segmented network coding for reliable data dissemination in delay tolerant networks,WhB_EWgAAAAJ;Ib-sizwAAAAJ;o02W0aEAAAAJ;ajvCoo4AAAAJ,D Zeng;S Guo;H Jin;V Leung,"/scholar?cites=447833682829836506&as_sdt=2005&sciodt=0,5&hl=en"
FINDERS: A featherlight information network with delay-endurable RFID support,rFLksrwAAAAJ,H Wu,"/scholar?cites=5650787947026812975&as_sdt=2005&sciodt=0,5&hl=en"
Blind online optimal forwarding in heterogeneous delay tolerant networks,jhDWmTcAAAAJ;Tvto5qkAAAAJ;EYyOnEkAAAAJ,W Chahin;R El-Azouzi;F De Pellegrini,"/scholar?cites=715183105944533062&as_sdt=2005&sciodt=0,5&hl=en"
Opportunistic geocast in disruption-tolerant networks,8RYYICoAAAAJ,A Jamalipour,"/scholar?cites=15984956191823506780&as_sdt=2005&sciodt=0,5&hl=en"
Flooding time in opportunistic networks under power law and exponential intercontact times,EEVf5wEAAAAJ;yoiAbLMAAAAJ;hWNmVW8AAAAJ,L Becchetti;A Clementi;F Pasquale,"/scholar?cites=10264036234599711316&as_sdt=2005&sciodt=0,5&hl=en"
An efficient control method of multi-copy routing in DTN,,,"/scholar?cites=8349113834514554910&as_sdt=2005&sciodt=0,5&hl=en"
Less is more: long paths do not help the convergence of social-oblivious forwarding in opportunistic networks,rCrzxbsAAAAJ;KniFTD0AAAAJ;sesKnygAAAAJ,C Boldrini;M Conti;A Passarella,"/scholar?cites=18038706783708822826&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   An improved PRoPHET routing protocol in delay tolerant network,,,"/scholar?cites=1465432122357385164&as_sdt=2005&sciodt=0,5&hl=en"
Adaptive spraying for routing in delay tolerant networks,Kw1zR_QAAAAJ,J Zhang,"/scholar?cites=2405908473447322026&as_sdt=2005&sciodt=0,5&hl=en"
Group-based two-hop relay with redundancy in manets,eBl025kAAAAJ;phdy0Y0AAAAJ,J Liu;H Nishiyama,"/scholar?cites=12764431738397913262&as_sdt=2005&sciodt=0,5&hl=en"
DTFR: A geographic routing protocol for wireless delay tolerant networks,LyiVPKEAAAAJ,S Toumpis,"/scholar?cites=4494633804114707567&as_sdt=2005&sciodt=0,5&hl=en"
ADAPTIVE SPRAY ROUTING FOR OPPORTUNISTIC NETWORKS.,9k5FEDkAAAAJ,X Jia,"/scholar?cites=1965075092697353096&as_sdt=2005&sciodt=0,5&hl=en"
GPS: A method for data sharing in mobile social networks,qpe3iUkAAAAJ;7Oif9DMAAAAJ,K Yang;Q Liu,"/scholar?cites=13761574879196226292&as_sdt=2005&sciodt=0,5&hl=en"
Cooperative duty cycling for energy-efficient contact discovery in pocket switched networks,,,"/scholar?cites=2548348990964483211&as_sdt=2005&sciodt=0,5&hl=en"
Secure multi-copy routing in compromised delay tolerant networks,wvvIyOwAAAAJ;2OJOZTUAAAAJ,E Bulut;BK Szymanski,"/scholar?cites=9754514088846687614&as_sdt=2005&sciodt=0,5&hl=en"
Opportunistic media access control and routing for delay-tolerant mobile ad hoc networks,wtoL50wAAAAJ,L Dong,"/scholar?cites=3994243933047060661&as_sdt=2005&sciodt=0,5&hl=en"
容延容断网络路由技术,,,"/scholar?cites=7625595678903122203&as_sdt=2005&sciodt=0,5&hl=en"
Connectivity-aware planning of search and rescue missions,Ov2iGjsAAAAJ;FxXJDTkAAAAJ,EF Flushing;M Kudelski,"/scholar?cites=16650287846036032657&as_sdt=2005&sciodt=0,5&hl=en"
Opportunistic forwarding with hotspot entropy,GO4IiaQAAAAJ;A-vcjvUAAAAJ,P Yuan;H Ma,"/scholar?cites=15322945934372242110&as_sdt=2005&sciodt=0,5&hl=en"
Reliable transport in delay-tolerant networks with opportunistic routing,M_gMChEAAAAJ;DWC5eFMAAAAJ;6sjhaAIAAAAJ,L Sassatelli;A Ali;M Panda,"/scholar?cites=3321716817294654840&as_sdt=2005&sciodt=0,5&hl=en"
Replication routing for delay tolerant networking: A hybrid between utility and geographic approach,NX-NvbwAAAAJ,N Wang,"/scholar?cites=15295443760019856950&as_sdt=2005&sciodt=0,5&hl=en"
Exploiting intercontact time for routing in delay tolerant networks,YevGUDgAAAAJ,K Qin,"/scholar?cites=15124420366739533766&as_sdt=2005&sciodt=0,5&hl=en"
Performance evaluations of data-centric information retrieval schemes for DTNs,SZBKvksAAAAJ,M Chuah,"/scholar?cites=11153129645120099767&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Variation and availability of nutrients in co-products from bio-ethanol production fed to ruminants,A6y_bqkAAAAJ,WG Nuez-Ortin,"/scholar?cites=2424181337012824646&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Impact of mobility models on DLA (drop largest) optimized DTN epidemic routing protocol,4Y4anakAAAAJ;2GKyHNkAAAAJ,S Rashid;MSM Zahid,"/scholar?cites=7211843732072396397&as_sdt=2005&sciodt=0,5&hl=en"
Delay and capacity in MANETs under random walk mobility model,dU955i0AAAAJ;dJgRKmwAAAAJ,X Wang;Y Fang,"/scholar?cites=13089211421235320728&as_sdt=2005&sciodt=0,5&hl=en"
Effects of content popularity on the performance of content-centric opportunistic networking: An analytical approach and applications,OWCsHVoAAAAJ;WVLr6NYAAAAJ,P Sermpezis;T Spyropoulos,"/scholar?cites=4585813728741614647&as_sdt=2005&sciodt=0,5&hl=en"
A geographic multicopy routing scheme for DTNs with heterogeneous mobility,OKpejRIAAAAJ;7xRkSZAAAAAJ;krSFeqUAAAAJ,G Min;J Weng;X Yang,"/scholar?cites=10635443227344813768&as_sdt=2005&sciodt=0,5&hl=en"
Latency analysis for thrown box based message dissemination,,,"/scholar?cites=9389260953376216306&as_sdt=2005&sciodt=0,5&hl=en"
Performance analysis of hop‐limited epidemic routing in DTN with limited forwarding times,,,"/scholar?cites=8134183153849796627&as_sdt=2005&sciodt=0,5&hl=en"
Performance of efficient routing protocol in delay tolerant network: A comparative survey,wI2T_xwAAAAJ;x_0OEv4AAAAJ,N Mehta;M Shah,"/scholar?cites=950901350111091443&as_sdt=2005&sciodt=0,5&hl=en"
Coordinating replication decisions in multi-copy routing for opportunistic networks,7fUW2b4AAAAJ;R6Ldg5UAAAAJ,N Papanikos;E Papapetrou,"/scholar?cites=10258550631218845707&as_sdt=2005&sciodt=0,5&hl=en"
Contention based routing in mobile ad hoc networks with multiple copies,,,"/scholar?cites=17884488004532172954&as_sdt=2005&sciodt=0,5&hl=en"
A cross-layer based data dissemination algorithm for ieee 802.15. 6 wbans,CEHDgt0AAAAJ;3iKEaHwAAAAJ;V6_5wpQAAAAJ,HB Elhadj;S Boudjit;LC Fourati,"/scholar?cites=5073537457034894446&as_sdt=2005&sciodt=0,5&hl=en"
Hug: Human gathering point based routing for opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ,P Yuan;H Ma,"/scholar?cites=5051075276704610357&as_sdt=2005&sciodt=0,5&hl=en"
Comparing delay tolerant network routing protocols for optimizing L-copies in spray and wait routing for minimum delay,jXLC2ecAAAAJ;Tj0NzVgAAAAJ,A Mehto;M Chawla,"/scholar?cites=12561173224866496899&as_sdt=2005&sciodt=0,5&hl=en"
