id,name,affiliation,pubs_count,est_cits,h_index,rank,ranked_by,in_field_pubs_count,in_field_est_cits,in_field_h_index
81613839,Joseph N. Cappella,University of Pennsylvania,195,13065,52,74,est_cits,1,738,1
2118178855,Martin Fishbein,University of Pennsylvania,153,141024,75,75,est_cits,1,738,1
2678979930,Mischa Schwartz,,1,738,1,76,est_cits,1,738,1
2676601693,Hector J. Levesque,University of Toronto,216,23812,59,77,est_cits,1,736,1
2918926665,Karen A. Foss,Humboldt State University,31,2530,13,78,est_cits,2,721,1
1990549422,Ascan F. Koerner,University of Minnesota,50,2618,17,79,est_cits,3,713,2
2001749418,Jan Camenisch,IBM,335,23292,69,80,est_cits,1,704,1
2042629587,Markus Stadler,ETH Zurich,11,4447,11,81,est_cits,1,704,1
2099454952,Manfred R. Schroeder,University of Göttingen,130,8263,28,82,est_cits,1,690,1
1969708757,Elizabeth J. Van Every,Université de Montréal,7,1086,4,83,est_cits,1,677,1
2194521099,François Cooren,Université de Montréal,104,5434,27,84,est_cits,3,674,3
2306341867,Martha L. Maznevski,Internet Movie Database,56,7162,20,85,est_cits,1,670,1
2145119366,W. Russell Neuman,University of Michigan,51,11234,22,86,est_cits,3,661,3
2046092719,Douglas R. Stinson,University of Waterloo,319,22330,63,87,est_cits,2,650,2
2971154508,Harold J. Kushner,,1,643,1,88,est_cits,1,643,1
2013742080,Carl Adam Petri,,1,616,1,89,est_cits,1,616,1
2115720509,Stanley J. Baran,Cleveland State University,20,1099,6,90,est_cits,2,607,2
2260448705,Dennis K. Davis,,6,618,2,91,est_cits,1,605,1
2109972008,Arthur Asa Berger,San Francisco State University,205,9443,22,92,est_cits,4,603,2
2096767495,Lauren Guggenheim,University of Michigan,9,813,6,93,est_cits,2,593,2
2119819634,Karlene H. Roberts,"University of California, Berkeley",114,16847,44,94,est_cits,1,578,1
2512465869,Linda L. Putnam,"University of California, Santa Barbara",142,16319,50,95,est_cits,1,578,1
2666675131,Fredric M. Jablin,,3,1645,3,96,est_cits,1,578,1
2971072169,Lyman W. Porter,"University of California, Berkeley",62,41660,29,97,est_cits,1,578,1
2751626994,Jan Khre,,1,577,1,98,est_cits,1,577,1
124599811,Giuseppe Ateniese,Stevens Institute of Technology,91,16305,43,99,est_cits,1,560,1
2108521744,Rosario Gennaro,City College of New York,144,16646,60,100,est_cits,3,549,2
