id,name,affiliation,pubs_count,est_cits,h_index,rank,ranked_by,in_field_pubs_count,in_field_est_cits,in_field_h_index
2137729922,Katherine L. Hall,Marin Software,208,25119,94,1,h_index,89,19977,76
1818389174,Paul Marinier,"InterDigital, Inc.",482,17849,78,2,h_index,222,11936,67
2590004626,Stephen E. Terry,"InterDigital, Inc.",611,17510,82,3,h_index,210,10768,66
40544600,Marin Soljacic,Massachusetts Institute of Technology,595,52689,127,4,h_index,67,20723,65
2938676999,Morris P. Kesler,Marin Software,87,19476,71,5,h_index,69,17652,65
2136057724,Junyi Li,Qualcomm,984,22174,79,6,h_index,352,13283,61
2413204075,Rui Zhang,National University of Singapore,809,42212,99,7,h_index,250,19977,58
2027441700,Diana Pani,"InterDigital, Inc.",339,11999,70,8,h_index,172,8124,57
2482278969,Rajiv Laroia,Qualcomm,291,17378,71,9,h_index,146,8943,57
714037112,Konrad J. Kulikowski,Marin Software,67,14779,55,10,h_index,60,14082,53
2403298526,Theodore S. Rappaport,New York University,442,80577,108,11,h_index,138,24939,53
2004282689,Andre B. Kurs,Marin Software,87,12965,58,12,h_index,63,10751,51
2121781610,Peter S. Wang,"InterDigital, Inc.",184,8391,60,13,h_index,89,6300,51
2195743696,Guodong Zhang,"InterDigital, Inc.",350,12503,68,14,h_index,143,7522,51
2143330613,Christopher R. Cave,"InterDigital, Inc.",359,9906,62,15,h_index,166,5864,50
37595673,Ian F. Akyildiz,Georgia Institute of Technology,575,106548,120,16,h_index,150,50415,49
84958792,Jeyhan Karaoguz,Broadcom,723,20849,77,17,h_index,156,6968,47
2089602345,Peter Gaal,Qualcomm,1366,20481,75,18,h_index,368,6787,45
2125050856,Xuemin Shen,University of Waterloo,1067,39185,102,19,h_index,178,8181,45
2197148994,Ulises Olvera-Hernandez,"InterDigital, Inc.",203,8092,58,20,h_index,100,6265,45
656047448,Andreas F. Molisch,University of Southern California,736,46498,96,21,h_index,161,13307,44
2076972962,Juan Montojo,Qualcomm,767,20770,79,22,h_index,186,6062,44
2093492707,Andrew J. Campanella,Marin Software,59,11927,48,23,h_index,50,11224,44
2116008403,Zhu Han,University of Houston,1059,36142,98,24,h_index,266,11767,43
703410400,Lajos Hanzo,University of Southampton,2128,45609,87,25,h_index,240,12532,42
2911227669,Aristeidis Karalis,Marin Software,72,11011,44,26,h_index,50,9717,41
60615692,Georgios B. Giannakis,University of Minnesota,1171,74469,140,27,h_index,129,10586,40
2091397280,Aristeidis Karalis,Massachusetts Institute of Technology,71,23815,55,28,h_index,40,14919,39
2952783946,Merouane Debbah,Huawei,692,26106,80,29,h_index,160,7655,38
1909747623,Ekram Hossain,University of Manitoba,576,27550,89,30,h_index,157,7294,37
2019924074,Alexei Gorokhov,Qualcomm,636,12998,70,31,h_index,114,4343,37
