AuthorID,AuthorName,Count_cited
8ZSxHCEAAAAJ,Pramod Bachhav,22
hm-m8NoAAAAJ,Lorenzo Miretti,22
Vo_md5AAAAAJ,raj haresh patel,20
IVT80dgAAAAJ,Benjamin Klotz,20
qV5yrssAAAAJ,Nassim Corteggiani,20
lD62RBcAAAAJ,Emanuele Parrinello,19
SqS28VQAAAAJ,Gudupudi Leela K,18
IiyJp-8AAAAJ,sosina M. Gashaw,18
T4hOIbYAAAAJ,Dario Nisi,18
VY51XhsAAAAJ,Ngoc-Chau-Sang NGUYEN,15
vxVP-asAAAAJ,Efstratios Sygkounas,15
xrQiLy8AAAAJ,Danny Francis,15
TQ0rrc0AAAAJ,Luca Bruno,14
z6XWJPgAAAAJ,Adeel Malik,14
OJT7iVgAAAAJ,Savino Dambra,12
Y1jcf5IAAAAJ,Giacomo Valenti,11
gi2l00kAAAAJ,Duy-Hung PHAN,10
nn3YUTsAAAAJ,Jonas Wacker,10
usYQzeYAAAAJ,Shahab SHARIAT BAGHERI,9
ZWz1nF0AAAAJ,Antonio Bazco Nogueras,8
bKbx3eQAAAAJ,Maurizio Abbà,8
aLje0c0AAAAJ,Hai S. Ha,7
je53x6UAAAAJ,Khawla Mallat,7
S6vgOKwAAAAJ,Paul Pidou,5
Epou8X8AAAAJ,Andrea Possemato,5
lTt86awAAAAJ,Simone Rossi,4
1YU9gSAAAAAJ,Prashant Kumar Dey,3
qId0j5MAAAAJ,Quang-Nhat HOANG-XUAN,3
hl-5WRQAAAAJ,Alberto Ibarrondo,2
-uyGYTMAAAAJ,Federico Brunero,1
N6Ox_1cAAAAJ,Beyza Bozdemir,1
aIucchUAAAAJ,Mohammed Saeed,1
wk5Hb14AAAAJ,Naser Ahmadi,1
