AuthorID,AuthorName,Count_cited
5HX--AYAAAAJ,Robert Langer,303857
1wq5H9oAAAAJ,Robert A. Weinberg,258336
aLegzvoAAAAJ,David Bartel,177599
mUDHRIQAAAAJ,Markus Klute,147694
l9Or8EMAAAAJ,Daron Acemoglu,146068
Qf4bw4UAAAAJ,Hari Balakrishnan,125357
P4nfoKYAAAAJ,Alex `Sandy' Pentland,120369
lRTRxSIAAAAJ,Richard Young,113869
WgAGy7wAAAAJ,TOMASO POGGIO,111760
QtVE6DwAAAAJ,olivier blanchard,107464
gi0NNjgAAAAJ,David M. Sabatini,103140
Kkjq1vMAAAAJ,Stephen L. Buchwald,99481
VUmcVOAAAAAJ,Dimitri Bertsekas,99035
lsYXBx8AAAAJ,Manolis Kellis,88434
gWBoNCsAAAAJ,Charles E. Leiserson,85532
m_WijIcAAAAJ,Ramachandra Rao Dasari,83048
te5DjPQAAAAJ,James J Collins,75814
MjF1h7IAAAAJ,John Gabrieli,75686
FwDGf00AAAAJ,Susan Solomon,74054
nI2URPQAAAAJ,Simon Johnson,73553
jpqAJIMAAAAJ,Marin Soljacic,68854
0zZnyMEAAAAJ,William T. Freeman,68338
in6eBIwAAAAJ,Robert Morris,65765
QKyb_9oAAAAJ,I. Chuang,65724
LmhqcScAAAAJ,Josh Angrist,65382
lqyGZpQAAAAJ,Erik Brynjolfsson,64378
YLB6tnwAAAAJ,Gang Chen,63912
w0iKa2kAAAAJ,Prof. Jing Kong,63537
2vQRGrYAAAAJ,David Karger,63423
lyMGnwIAAAAJ,Seth Lloyd,62678
Mt9Mhm4AAAAJ,Wanda Orlikowski,62051
TcREpMQAAAAJ,Jean-Jacques Slotine,60200
qAO-Q38AAAAJ,Klaus-Jürgen Bathe,59679
X4ajv-sAAAAJ,robert desimone,58789
yhDMl8AAAAAJ,Esther Duflo,58624
8cxDHS4AAAAJ,Antonio Torralba,57347
eBXEZxgAAAAJ,Max Tegmark,57295
RiJSLsoAAAAJ,Robert S. Pindyck,56849
UE4j0lEAAAAJ,Michael S Strano,56422
YCoLskoAAAAJ,Frans Kaashoek,55870
_MHaph0AAAAJ,Steven Johnson,55446
