AuthorID,AuthorName,Count_cited
1_DNT3YAAAAJ,Y.-H. Henry Chen,55329
fJwHG68AAAAJ,birger Wernerfelt,54668
a1ngrCIAAAAJ,Samuel Madden,52684
rRJ9wTJMUB8C,Joshua B. Tenenbaum,52545
xobgmhgAAAAJ,Mark F. Bear,51682
1-hcASEAAAAJ,Rosalind Picard,51361
bWTPrLEAAAAJ,John Tsitsiklis,50964
Br2CnUYAAAAJ,Vladimir Bulovic,50668
aiPql48AAAAJ,Klavs F.Jensen,50255
5ugdnAEAAAAJ,Ross Watts,49713
5cNiewcAAAAJ,Douglas Lauffenburger,48592
ZIw-AGsAAAAJ,Whitney Newey,48548
todsDfQAAAAJ,Edward H Adelson,48361
hARTZn8AAAAJ,Timothy M.  Swager,48339
XYy_Nm4AAAAJ,Alan S. Willsky,48269
NM1dXVYAAAAJ,Daniel G. Anderson,48259
sLCH8H4AAAAJ,"Richard J. Cohen, MD, PhD",48167
CjY21_oAAAAJ,james poterba,48020
9s9o-JcAAAAJ,David Clark,47930
uWsBKQ0AAAAJ,Berthold Horn,47162
B5QpZooAAAAJ,Feng Zhang,46908
BCGgwlEAAAAJ,rodney brooks,45800
5RfBYzcAAAAJ,Erich P. Ippen,45096
J_frPaQAAAAJ,Robert G. Griffin,44789
KAx7nhEAAAAJ,Peter Diamond,44285
cp-8uaAAAAAJ,David Autor,44193
Z6eI_ZYAAAAJ,Kerry Emanuel,43448
P7S5TY0AAAAJ,Neville Hogan,43250
A6y5O2oAAAAJ,Matthew Evans,43067
IlsuQ4oAAAAJ,David Page,42830
hv8jgk8AAAAJ,Earl Miller,42109
YlOW4Z4AAAAJ,John Sterman,41710
jfZtuFwAAAAJ,Xiao-Gang Wen,41475
mVqr5KQAAAAJ,np suh,41266
N6s8mO4AAAAJ,John R. Hauser,41032
dQDXoQsAAAAJ,Graham C Walker,40852
L-SoYz8AAAAJ,Sangeeta N. Bhatia,40494
1YTXJkoAAAAJ,SP Kothari,39870
zZ0-4SUAAAAJ,Eric Grimson,39515
lq0KNv8AAAAJ,Marc Baldo,39458
XCo4OfoAAAAJ,Drew Fudenberg,39045
7GftUzMAAAAJ,Slawomir Gras,38497
r81Ss1cAAAAJ,Pattie Maes,38125
wMl0M1oAAAAJ,Robert Jaffe,37941
Y8FpsToAAAAJ,Sallie W Chisholm,37309
910z20QAAAAJ,Daniela Rus,37298
qRd8Hh4AAAAJ,Moe Win,36774
j4GCF18AAAAJ,Lei Zhang,36699
obuBxOsAAAAJ,Fabrice Matichard,36546
LPTkkxUAAAAJ,Nancy Lynch,36303
e-c3R8QAAAAJ,Robert C. Miller,36265
MU1T91YAAAAJ,Kathleen Thelen,35822
c4FeOJQAAAAJ,Jonathan Gruber,35477
SHVhdhoAAAAJ,Ju Li (ORCID:0000-0002-7841-8058),35080
MQktE8QAAAAJ,Roger D. Kamm,34450
r_rY4-MAAAAJ,Roger Summons,34341
prKmkzMAAAAJ,Dimitris Bertsimas,34275
_8jOleEAAAAJ,Ronald T. Raines,33917
FNhl50sAAAAJ,Aude Oliva,33786
cp5X0a0AAAAJ,Richard Schmalensee,32956
6_oL_9IAAAAJ,Muriel Medard,32890
kijcZc4AAAAJ,victor kac,32574
uftZIOYAAAAJ,Cristiano Fanelli,32016
9lVJvOoAAAAJ,Dustin Arthur Smith,31762
P_TWq9UAAAAJ,Yet-Ming Chiang,31701
oOwNKsAAAAAJ,Piotr Indyk,31649
uLxFfGkAAAAJ,Gareth McKinley,31540
-yrzguMAAAAJ,Srini Devadas,31454
gYWN5gQAAAAJ,Ed Boyle,31146
LS8ZyFQAAAAJ,T. Alan Hatton,30912
snO5M-8AAAAJ,G David Forney,30732
pO-MwGwAAAAJ,Evelyn Fox Keller,30692
OlzpVykAAAAJ,Brian Williams,30532
q2rHA5QAAAAJ,Ed Boyden,30474
DIU4heEAAAAJ,Elazer R. Edelman,30401
lZ-zpSsAAAAJ,Shuguang Zhang,30332
NJ9c4ygAAAAJ,Fredo Durand,30249
FkNo0_IAAAAJ,Dave Pritchard,30060
pzT_DS8AAAAJ,James B. Orlin,29872
OAjQDMwAAAAJ,Matthew A. Wilson,29773
YsZ6EjkAAAAJ,EA Fitzgerald,29610
xyXF27EAAAAJ,Michael J. Cima,29600
j4iNgwkAAAAJ,XU DANYA,29333
8mQJTxIAAAAJ,Paul Joskow,29319
uzFFOy8AAAAJ,carl wunsch,29205
ewwakRYAAAAJ,Steven Eppinger,29169
EyIWae4AAAAJ,Pouya Kheradpour,29148
pLwOQV4AAAAJ,Doug Reynolds,29096
xWI4K4sAAAAJ,Mriganka Sur,29050
_yQ5nogAAAAJ,Nam Suh,28485
Vr_XF-gAAAAJ,Sebastien Biscans,28339
eFGnK9QAAAAJ,Emilio Bizzi,28169
gX7rSCcAAAAJ,Jonathan P. How,27989
ygiHPoQAAAAJ,James M. Utterback,27913
WZoeTyYAAAAJ,ricardo j. caballero,27792
8hpOmVgAAAAJ,Ramesh Raskar,27418
rS68naIAAAAJ,Liang Fu,27286
XIrUoX8AAAAJ,Richard Lippmann,27121
skzsFMUAAAAJ,THOMAS B. SHERIDAN,26335
wS0qP_MAAAAJ,Hiroshi ISHII,26076
Q-nrHVoAAAAJ,Robert Gibbons,25994
gQOKAggAAAAJ,Tomas Lozano-Perez,25770
J3wc5rQAAAAJ,Daniel Z. Freedman,25737
Lq-dlgYAAAAJ,Sidney Yip,25736
nst5fHgAAAAJ,Dina Katabi,25510
E8_P8_wAAAAJ,sanjoy mitter,25329
hWBTSksAAAAJ,Markus J. Buehler,25314
KKq5SN4AAAAJ,Mitchel Resnick,25051
3zNlp-cAAAAJ,Nancy Aggarwal,25047
WPe7vWwAAAAJ,John Leonard,25001
bIr6_4YAAAAJ,Eric Oelker,24992
78y4sEcAAAAJ,N Leveson,24991
gZ-RhocAAAAJ,Linda Griffith,24954
IG5fy-oAAAAJ,Xinmei Niu,24804
QfH1gOcAAAAJ,Thomas Kochan,24780
weJA8hIAAAAJ,Maximiliano Isi,24773
G0Qb4mEAAAAJ,Amar Gupta,24705
h8LFExAAAAAJ,David Simchi-Levi,24072
hksadhoAAAAJ,David Simchi-Levi,24061
mWxD1a0AAAAJ,Rafael L. Bras,23721
g42kJfIAAAAJ,Rebecca Saxe,23248
mO0yDzQAAAAJ,Pravin Kumar,22879
IdcugBgAAAAJ,Eric Alm,22504
KW_synoAAAAJ,Glenn Ellison,22295
gfqeKSgAAAAJ,Leigh Royden,22114
0WadBQYAAAAJ,Gregory C Rutledge,22076
xkEpUFMAAAAJ,Guoping Feng,21914
J6jOleQAAAAJ,Sigurdur Helgason,21834
t_BCXWUAAAAJ,Susan whitfield-gabrieli,21373
ZBc_WwYAAAAJ,Ali Jadbabaie,21362
qoICYDMAAAAJ,Michael Cusumano,21189
qb3jyP4AAAAJ,Cynthia Breazeal,21150
c3eio1wAAAAJ,Stuart S. Levine,21030
G6F60bEAAAAJ,Pablo Jarillo-Herrero,20986
9rOAlq4AAAAJ,Alberto Abadie,20881
X31C0h4AAAAJ,Leonid Mirny,20849
p5pifcgAAAAJ,Peter Weill,20812
6Ff2c8wAAAAJ,Erik Demaine,20756
cF6i_goAAAAJ,Saman Amarasinghe,20747
RxOuRnMAAAAJ,Robert D. van der Hilst,20626
A2Nj34EAAAAJ,Philip M. Gschwend,20577
_R5-N7oAAAAJ,John Marshall,20570
RWC2ERYAAAAJ,Mircea Dincă,20528
byGVph8AAAAJ,Haruhiko Harry Asada,20425
49YE3XEAAAAJ,Karen K. Gleason,20252
J0Ual04AAAAJ,Thomas Herring,20158
0nJR75gAAAAJ,Hermano Igo Krebs,20145
K3SZuHIAAAAJ,Fan Zhang,20002
Y0LsOJsAAAAJ,Stephen Morris,19988
rcGnOdYAAAAJ,Martin Z. Bazant,19904
PcoqNjgAAAAJ,Nick Fang,19849
xkFbxL0AAAAJ,Glen L. Urban,19732
ARW3LKEAAAAJ,Tomás Palacios,19731
18Kgq4AAAAAJ,David J. Murphy,19714
gEBFbiQAAAAJ,Richard Braatz,19660
5opEOuMAAAAJ,Scott Stern,19411
VNyWLJ0AAAAJ,Laura L. Kiessling,19334
s_IPfEYAAAAJ,Pablo A. Parrilo,19198
IlKLLhIAAAAJ,J. Christopher Love,19164
398l2V8AAAAJ,Alan D Grossman,19082
i4TmpfMAAAAJ,Christopher A Schuh,19076
GcuxcLYAAAAJ,Asuman Ozdaglar,19048
aM3i_9oAAAAJ,Nicholas Roy,18844
f1w7peMAAAAJ,John Core,18818
7_9h_NcAAAAJ,Steven Dubowsky,18657
Sph4FMMAAAAJ,JoAnne Yates,18502
wVY7w-QAAAAJ,Darrell J. Irvine,18421
a-TzfEMAAAAJ,John W Negele,18255
LBhbk_gAAAAJ,Roberto Rigobon,18237
oNy6w9cAAAAJ,Lynn Gelhar,18143
qMOS01AAAAAJ,Bonnie Berger,18092
TqAysx4AAAAJ,John Essigmann,18035
-_hcRfgAAAAJ,Joseph Paradiso,17921
sh5gBZUAAAAJ,Krishna Rajagopal,17806
Mn1-cq8AAAAJ,Jurgen Michel,17686
UF2gBtMAAAAJ,Carlo Ratti,17423
UQLFRisAAAAJ,David Pesetsky,17380
ALGiEhQAAAAJ,George Verghese,17342
6uWhcFkAAAAJ,Franz-Josef Ulm,17301
4FsWE64AAAAJ,Edward (Ted) Gibson,17264
0YlwI5MAAAAJ,Bruce Tidor,17259
hxlxVEUAAAAJ,martin rinard,17163
mY4yW3IAAAAJ,Jacqueline A Lees,17127
2cimQiQAAAAJ,Earle R. Williams,17114
TBLPnvoAAAAJ,Antoinette Schoar,17028
Q7BIbQ8AAAAJ,Michael S. Triantafyllou,16928
EJE9I9UAAAAJ,Timothy J. Sturgeon,16802
4p5aaGEAAAAJ,Troy Van Voorhis,16723
NdV5hMYAAAAJ,Henry Lieberman,16709
581APzsAAAAJ,Tomasz Wierzbicki,16677
a8jIPIkAAAAJ,Vinod Vaikuntanathan,16442
K2u7r_cAAAAJ,John DC Little,16334
c7LLiswAAAAJ,Peter So,16292
HO7_3i8AAAAJ,"Amy K. Glasmeier, Amy Glasmeier, AK Glasmeier, Amy Glasmeier",16244
15-VNdIAAAAJ,Bradford Hager,15991
VqHtUUcAAAAJ,Mark Vogelsberger,15942
hyLglJ4AAAAJ,Anuradha Annaswamy,15828
QdFrJOMAAAAJ,Chris Stauffer,15794
C0ANojIAAAAJ,David G. Rand,15726
qyG7UPlK1RUC,Patrick S. Doyle,15567
wbIMbL8AAAAJ,Wojciech Matusik,15544
fqz4h-wAAAAJ,Jeanne Ross,15543
c4AG250AAAAJ,Su-Yang Xu,15401
3qPiYJoAAAAJ,Devavrat Shah,15366
mI3mfHcAAAAJ,Joel Emer,15273
pfGI-KcAAAAJ,James Glass,15133
wugtuTYAAAAJ,Edward Crawley,14952
HStqO04AAAAJ,Lallit Anand,14837
BRIg53UAAAAJ,Ron Weiss,14836
ohGOYQIAAAAJ,JL Terry,14830
ekOjIjIAAAAJ,John H Lienhard V,14715
4bHLr_IAAAAJ,Xuanhe Zhao (赵选贺),14657
ZFpENKoAAAAJ,Dirk Englund,14634
NVZwQFsAAAAJ,Christopher John Wilson,14615
uR5nGboAAAAJ,Hal B Gregersen,14521
T8ZmxioAAAAJ,Jaume Peraire Jaime Peraire,14445
vwVmUJcAAAAJ,Lindley Winslow,14356
V7ZsMrMAAAAJ,A. John Hart,14235
CEJcwYUAAAAJ,Athanasios Orphanides,14196
n2kdLOsAAAAJ,Maria C. Yang,14140
mnFQXO8AAAAJ,Kristin Forbes,14101
LuIzTM8AAAAJ,Eytan Modiano,14022
PzbmZ9oAAAAJ,RP Binzel,13986
_2ODBHwAAAAJ,Martin Zwierlein,13889
A1v5Pu0AAAAJ,Martin Greenwald,13882
44XNe5oAAAAJ,Michelle Hanlon,13874
NgdOVGwAAAAJ,Amy Kalia Singh,13859
dFtkTYcAAAAJ,Avi Shporer,13839
jA1CPxAAAAAJ,Timothy F. Jamison,13807
45y2j7IAAAAJ,IH Hutchinson,13781
bJoq2dEAAAAJ,Joe Peppard,13699
RQ50vF4AAAAJ,Christopher Voigt,13650
cyJkf_YAAAAJ,Dick KP Yue,13582
F24Sd3YAAAAJ,Stephen C. Graves,13546
FHL7ncYAAAAJ,T. Senthil,13514
niU0ctoAAAAJ,Mandayam A. Srinivasan,13422
3VyGrdwAAAAJ,Karl Iagnemma,13389
2deJFegAAAAJ,Edward Roberts,13343
1JvIQ8EAAAAJ,Munther Dahleh,13311
YfZH0NwAAAAJ,Deborah Ancona,13230
_NyqnKsAAAAJ,Lance Snead,13148
xAl1meoAAAAJ,Allan S Myerson,13128
eJ9qDHMAAAAJ,Kevin Esvelt,13112
h6Yy0s8AAAAJ,rex britter,13103
x0TYWGMAAAAJ,Richard Temkin,13101
OmYXk9QAAAAJ,Evelyn N Wang,13092
6VW1kJgAAAAJ,Victor Chernozhukov,13073
E_7YsOgAAAAJ,Vladan Vuletic,13033
PSrJboUAAAAJ,Eran Hodis,12982
4nBtfo4AAAAJ,Amy Finkelstein,12959
wQFijrcAAAAJ,Karl K. Berggren,12938
dBHmaD8AAAAJ,Irwin Jungreis,12840
hiFf72oAAAAJ,Krystyn Van Vliet,12823
b7EsBSEAAAAJ,Paul Asquith,12816
vbk-DsIAAAAJ,Noelle Eckley Selin,12784
nf_EnbAAAAAJ,Michel Goemans,12764
E2uuNVoAAAAJ,Sinan Aral,12748
7vmUBJEAAAAJ,Seungchan Ryu,12711
XTJspq0AAAAJ,Alex K. Shalek,12648
QVBIKh4AAAAJ,Alan Edelman,12442
VcG4E7UAAAAJ,Jiang Wang,12305
AAP-7cUAAAAJ,Martin Polz,12288
JlrEuLkAAAAJ,Tonio Buonassisi,12243
db312TUAAAAJ,W Craig Carter,12225
-5pqIOgAAAAJ,Marc-Oliver Mewes,12221
H3Q4i6oAAAAJ,Thomas Volkert,12152
yZw38zYAAAAJ,Edward Greitzer,12115
4GpKQUIAAAAJ,Polina Golland,12018
YMAOvHYAAAAJ,Larry Rudolph,11930
ksvIG-gAAAAJ,Daniel H. Rothman,11863
PGQTLWwAAAAJ,William H. Green,11857
ALeRJyQAAAAJ,Clark Colton,11761
44x9uF4AAAAJ,Benjamin A. Olken,11733
1LuGqFQAAAAJ,Peter Szolovits,11726
SM7QznYAAAAJ,Christopher Cummins,11725
btoec6QAAAAJ,Deb Roy,11709
XDR0RYcAAAAJ,Brian Evans,11693
tpGdtXUAAAAJ,Sanjay Sarma,11633
1Ga4WncAAAAJ,Kiran Kumar Adepalli,11511
PXY96lkAAAAJ,Daniel Jackson,11482
HsXjrrwAAAAJ,Stanley B.  Gershwin,11474
2w9JLT0AAAAJ,Yuriy Román-Leshkov,11455
4pJ9GWcAAAAJ,Ahmed F Ghoniem,11455
mtD6bLYAAAAJ,Norman Margolus,11384
HLifyTUAAAAJ,Colette L. Heald,11359
ROILf3EAAAAJ,Phillip Isola,11347
ybUXefMAAAAJ,MJ Follows,11347
VBJIjgkAAAAJ,Mei Hong,11330
UgY7CSAAAAAJ,Iain Cheeseman,11215
lQKHQV0AAAAJ,Pawan Sinha,11207
SpC-lucAAAAJ,Qing Hu,11190
Bs3TDRwAAAAJ,Hong Liu,11102
M-U-KOQAAAAJ,Stefan Washietl,11070
65s2XSoAAAAJ,Pavel Etingof,11058
H7jzYrQAAAAJ,Jonathan S. Gootenberg,11031
_Yxi7iUAAAAJ,Aristeidis Karalis,11015
-tjtOPAAAAAJ,Anirudh Sharma,10998
gotLX2IAAAAJ,RA Plumb,10998
i86O0SAAAAAJ,Roger Levy,10968
RE8_WIwAAAAJ,Amedeo Odoni,10737
1JGsAmUAAAAJ,Scott Manalis,10685
U6qwtCcAAAAJ,Rohit Karnik,10646
Dd4dphgAAAAJ,J. Troy Littleton,10629
m1AzVMcAAAAJ,Jinho Jang,10577
4ZckX2kAAAAJ,W Seering,10574
ltf13-4AAAAJ,Christian R Schubert,10574
rzghv1sAAAAJ,Riccardo Comin,10564
80PRsgsAAAAJ,Lawrence Susskind,10547
PM_eg3UAAAAJ,Shuhei Ono,10484
GuS6E48AAAAJ,Paul I Barton,10463
GFEciiAAAAAJ,Olivier L. de Weck,10376
4FgpnjYAAAAJ,Ezra W Zuckerman Sivan,10363
0rWjaFQAAAAJ,Yogesh Surendranath,10332
Igpe-OcAAAAJ,Heidi Nepf,10332
nxNkEiYAAAAJ,Russ Tedrake,10265
qbjHRA8AAAAJ,Ryan M. Rifkin,10201
DGqqwrQAAAAJ,David Perreault,10168
KSukVvIAAAAJ,Rajeev Ram,10071
dIilGHsAAAAJ,Stephen G. Steadman,9974
Fu6uC2cAAAAJ,Richard de Neufville,9923
W9gaqswAAAAJ,Christopher Y Brown,9894
10h3iGIAAAAJ,Michael Geis,9886
Pn-SCmcAAAAJ,Johan Frenje,9868
tyL7wKIAAAAJ,Richard C. Larson,9812
qenoZwUAAAAJ,James J DiCarlo,9786
VrC3Pm4AAAAJ,Jesse Thaler,9785
zZ6ol_IAAAAJ,gary  t marx,9644
E0iCaa4AAAAJ,Song Han,9642
Yq3KEWUAAAAJ,Gerald E. Schneider,9608
2Cgb-_oAAAAJ,Otto Scharmer,9563
g-HAuXQAAAAJ,JC Foster,9507
ikHKb1MAAAAJ,Elfatih AB Eltahir,9498
rXsHCuYAAAAJ,Paul Torrey,9333
nelvBCQAAAAJ,Michale S Fee,9303
fk_tmi4AAAAJ,Adam J. Berinsky,9108
6P9j2CAAAAAJ,Barry Posen,9100
Vq3KWOsAAAAJ,Rachel Glennerster,9035
x14zMmAAAAAJ,Michael Fehler,8997
eTKYq5YAAAAJ,George-Marios Angeletos,8985
h-HKJvMAAAAJ,Eduardo Kausel,8976
wF4BwVAAAAAJ,J. Robert Dorkin,8954
WaH-1TwAAAAJ,Donald Sadoway,8832
UfoASS8AAAAJ,Chia-Hsun (Jackie) Lee,8804
jnhD2nAAAAAJ,Minglin Ma,8782
izZZAegAAAAJ,John W. Fisher III,8727
5t2myD8AAAAJ,Elchanan Mossel,8688
fjdpNgcAAAAJ,Timothy Lu,8650
eyCw9goAAAAJ,Suvrit Sra,8648
nN7aWEkCNtcC,Maxim Imakaev,8575
1XppsWcAAAAJ,Chris Smillie,8516
AGhq_gUAAAAJ,Livia Giordano,8515
4CqyRdQAAAAJ,Richard K. Lester,8482
jLec9tYAAAAJ,"Josef Eisinger, PhD",8463
48Q1N60AAAAJ,Brian L Wardle,8437
kFTwCoEAAAAJ,Omer Yilmaz,8397
YlsHgYQAAAAJ,Nesime Tatbul,8387
l8RaE9YAAAAJ,Michael H. Hecht,8356
Ve1SIdYAAAAJ,Christoph Reinhart,8338
mL4MovgAAAAJ,Michael R. Watts,8315
h3r00GwAAAAJ,Styliani Markoulaki,8293
OQF9ncUAAAAJ,Leon Glicksman,8225
cAaRCiUAAAAJ,Nicholas M. Patrikalakis,8195
xObfxTcAAAAJ,Raffaele Ferrari,8178
Z6v4OwgAAAAJ,Arnaud Costinot,8147
p8Ap6dIAAAAJ,jianshu cao,8132
H3KOp2gAAAAJ,Robert M. Freund,8112
tH45PpcAAAAJ,Xiang Gao,8036
puV7nmQAAAAJ,Peyman Faratin,8026
oH9Vw-QAAAAJ,Michael Laub,8008
K2XdY4oAAAAJ,Yayuan Liu,8006
UXEZZS0AAAAJ,Albert Saiz,8004
PL3RtYUAAAAJ,Fredrick H. Seguin,7940
7JbUbagAAAAJ,Roger Cappallo,7922
-dAofdcAAAAJ,Joel Voldman,7838
QICDT9QAAAAJ,Kripa K. Varanasi,7823
ND0FM6EAAAAJ,Patrick Jaillet,7814
Lj9Foq0AAAAJ,Raymond Ashoori,7781
kBgb9rEAAAAJ,Rodrigo S. Verdi,7776
dqp6T_AAAAAJ,Yen-Jie Lee,7771
4rsJDwUAAAAJ,George Barbastathis,7765
Vu-Zb7EAAAAJ,Sertac Karaman,7745
pZhZndYAAAAJ,Ronitt Rubinfeld,7734
lvFEomcAAAAJ,Peter Reddien,7721
AwFNpWwAAAAJ,Paola Malanotte-Rizzoli,7715
ulMouOMAAAAJ,George Roth,7688
r1xblOMAAAAJ,David Thesmar,7682
Sjy34xYAAAAJ,Deborah Lucas,7674
bJv5ZEoAAAAJ,charles harvey,7622
atfYgxcAAAAJ,Walter Torous,7571
AOim-VAAAAAJ,William Durham,7548
CYI6cKgAAAAJ,David Bau,7438
C-YA164AAAAJ,Kai von Fintel,7396
8grejboAAAAJ,Wenhao Liu,7385
myOsBrAAAAAJ,Rui Xiong 熊瑞,7353
rVMxtOQAAAAJ,Anna Frebel,7324
E3x1-hMAAAAJ,Andrew Kerman,7261
e2eMfdoAAAAJ,C. Adam Schlosser,7258
xjA-7UkAAAAJ,Erin L. Kelly,7237
nkXCuSkAAAAJ,John WM Bush,7201
TgQM-B0AAAAJ,Una-May O'Reilly,7098
mO22uCwAAAAJ,Ngoc-Cuong Nguyen,7074
_rgJ8JwAAAAJ,Yossi Sheffi,7047
UDwmjSAAAAAJ,Arthur Baggeroer,7011
3Gvtz8gAAAAJ,Gene-Wei Li,6967
855buj8AAAAJ,Dennis McLaughlin,6963
uuZZOH0AAAAJ,Ruben Juanes,6911
n1cR_aoAAAAJ,Kenneth Strzepek,6868
da6x8-IAAAAJ,Guido R. Solares,6840
yM9f9mAAAAAJ,Paola Cappellaro,6837
IADrpGoAAAAJ,Stephanie Dutkiewicz,6825
y4E4buEAAAAJ,Sangbae Kim,6798
61QM_esAAAAJ,Christopher Knittel,6788
PJ8AdXYAAAAJ,Lynette Jones,6738
qbMUMJkAAAAJ,Allen Gorin,6734
UzDONQMAAAAJ,Roberto M. Fernandez,6719
lsktsHYAAAAJ,John Williams,6703
GakpYnoAAAAJ,TL Taylor,6677
dCvW3nEAAAAJ,Daniel Hastings,6625
D3ZSiDsAAAAJ,Julia Joung,6566
0dfoSwwAAAAJ,Nicholas Ashford,6560
0_T-YMcAAAAJ,John Chiaverini,6547
oIdI_PcAAAAJ,Duane Boning,6489
6_cxCKQAAAAJ,Mohammad Alizadeh,6479
hKLQw3QAAAAJ,Jane-Jane Chen,6460
o0KkshwAAAAJ,Bilge Yildiz,6447
Ew4bn2oAAAAJ,Aleks Radovic-Moreno,6423
BIChV30AAAAJ,Luqiao Liu,6417
WLTBO0AAAAAJ,Alex Byrne,6390
AS6HV_4AAAAJ,Zhongming Ge,6370
LfcroyAAAAAJ,David Sontag,6333
dXsNia8AAAAJ,Tsukasa Shibue,6314
CIv9vJIAAAAJ,Ellen Sletten,6309
NafmldkAAAAJ,Bradley Kuszmaul,6288
7XhwcGcAAAAJ,Nicolas Hadjiconstantinou,6283
HQjetekAAAAJ,Robert Dunn,6259
5S2bRsUAAAAJ,David Geltner,6226
hNWGC5QAAAAJ,Vivienne Sze,6220
Qb4BwI4AAAAJ,Ben Ross Schneider,6209
6qOGkHQAAAAJ,Dov Dori,6193
i62UOeAAAAAJ,Natalie Rusk,6190
BfE3-m0AAAAJ,Ruth Rosenholtz,6151
hnJ7PQgAAAAJ,Eric Klopfer,6145
tetdudUAAAAJ,Lalana Kagal,6141
vKO56-AAAAAJ,joseph weber,6138
o8mcf4kAAAAJ,Siddarth Kumar,6121
QnYCqUsAAAAJ,Satrajit Ghosh,6030
pzQgnrkAAAAJ,Oral Buyukozturk,6015
PWEmMG8AAAAJ,Damon Centola,6013
bVh7pzYAAAAJ,William CW Chen,6010
CUZ859sAAAAJ,Brian Bierie,6002
ufG3U9IAAAAJ,Daniel J. Cziczo,5982
z5fKLR0AAAAJ,Sang Gook Kim,5976
Nzrl-xsAAAAJ,Stephen R. Brown,5958
bARcJ-4AAAAJ,William Detmold,5939
kCeYJ68AAAAJ,Benjamin L. Larson,5914
kO0HzpIAAAAJ,Jeremiah A. Johnson,5880
CXxnYXYAAAAJ,Harry Tily,5874
qavmn0YAAAAJ,Stefani Spranger,5863
kssA7YwAAAAJ,Leo Anthony Celi,5860
FTMZX7oAAAAJ,Ivan Werning,5821
MI6-6ZcAAAAJ,Catherine Tucker,5813
FdNuUb8AAAAJ,Boris Katz,5803
lIKPJ04AAAAJ,Vasily Strela,5788
s4jxg7sAAAAJ,Juejun Hu,5763
i-F4LuwAAAAJ,Jeff Gore,5696
YinqPA0AAAAJ,Svetlana Boriskina,5692
BSrwwfYAAAAJ,Jeremy Kepner,5643
bD2tUHsAAAAJ,Robert Shin,5643
CGOog64AAAAJ,Polina Anikeeva,5624
1CgET20AAAAJ,Evelina (Ev) Fedorenko,5610
x3mmuMsAAAAJ,Chien Wang,5597
oJuvZE0AAAAJ,Christine A Wang,5541
qifknSgAAAAJ,Kevin Joseph May,5486
quJBh1EAAAAJ,Lorenzo Rosasco,5472
vQjhZX4AAAAJ,Anu Agarwal,5461
E5z9ToMAAAAJ,Benjamin Weiss,5450
Amm_lbcAAAAJ,Stephen Yablo,5440
dC39Oo4AAAAJ,Donald Sull,5434
Y-v363AAAAAJ,Eric Adams,5417
cUrVq84AAAAJ,Pavan Kumar Mallapragada,5408
WdZ2JzMAAAAJ,Leonid Kogan,5397
2tAr33kAAAAJ,Peter J Reynolds,5373
iTv2cOgAAAAJ,Constantinos Daskalakis,5360
KFid1VkAAAAJ,Michael L. Brodie,5357
sKm9Tu4AAAAJ,Arthur W Berger,5334
1JkHtBMAAAAJ,William D Richards,5291
4vNbnqcAAAAJ,William D. Oliver,5265
KM75S1kAAAAJ,Katharina Ribbeck,5245
RK_hN4MAAAAJ,Andrew Whittle,5227
kCaTcEAAAAAJ,John J. Zayhowski,5226
NfyVi8AAAAAJ,Bryan Reimer,5221
EnEiF7oAAAAJ,Richard Ryan Williams,5213
