AuthorID,AuthorName,Count_cited
Px_ww5EAAAAJ,Nicholas Wareham,187458
5UfPNmQAAAAJ,Richard Durbin,187383
4GAQ-RUAAAAJ,Simon Baron-Cohen,182686
f-XvE6UAAAAJ,Gregory Hannon,178894
7vl9HdwAAAAJ,Prof. TW Robbins,176447
7H8OcfYAAAAJ,RH Friend,156067
Iyaf7KUAAAAJ,Douglas Easton,145332
Oz0aKtcAAAAJ,Christi Deaton,121761
oz7MFu0AAAAJ,david spiegelhalter,116443
s9TZasQAAAAJ,sir stephen o'rahilly,113492
ucXN1nQAAAAJ,Andrea C. Ferrari,107926
x0y65DUAAAAJ,Edward T Bullmore,107260
mDi5bukAAAAJ,Christopher Dobson,104202
8k-B36gAAAAJ,Carol Brayne,103673
OghCU6kAAAAJ,Julian Parkhill,101639
oyMWftgAAAAJ,James Jackson,96990
SRe6wwEAAAAJ,John Robertson,90621
3Dae3xAAAAAJ,MJBrown,84595
Y8ba4XUAAAAJ,Alan Fersht,80699
i5q4cnkAAAAJ,David Ron,76432
P7WYDHQAAAAJ,Stephen Jackson,75380
2ZdUvsUAAAAJ,David Rubinsztein,74739
gOAdhEoAAAAJ,Barbara J Sahakian,73364
HT49wfsAAAAJ,Tim Clutton-Brock,72620
0mccylEAAAAJ,Michel Goedert,72254
RNznaeUAAAAJ,Barry J Everitt,71326
ZznqeIwAAAAJ,kouzarides,70207
FLtyq2kAAAAJ,Michael Lamb,68517
YdBm4f4AAAAJ,Nita Forouhi,67772
aoIYh8EAAAAJ,Paul Pharoah,67524
cWlqL14AAAAJ,Carlos Caldas,66286
r4bGn_wAAAAJ,Tony Onwuegbuzie,64857
Vg50mPAAAAAJ,PB Jones,64034
OEj8vxcAAAAJ,Austin Smith,63905
g3mGoAwAAAAJ,David MacKay,62761
mib23ysAAAAJ,Robert Kennicutt,62182
4XsuGh4AAAAJ,Manish Chhowalla,61946
_ZwalIwAAAAJ,Daan Frenkel,61294
CUObac0AAAAJ,Eamonn Maher,60445
A3EheU4AAAAJ,David Dunger,57919
MKr0KQoAAAAJ,Tom L Blundell,57590
8OG1X14AAAAJ,Richard McMahon,56331
lXhz8qcAAAAJ,Gerard Evan,55862
NPrjUiYAAAAJ,Prof. Sir David Baulcombe,54645
h-7_PVwAAAAJ,Hugh Markus,53953
BhnWqqkAAAAJ,Henning Sirringhaus,53869
0uTu7fYAAAAJ,Zoubin Ghahramani,53613
WIwI1dIAAAAJ,Randall S. Johnson,52950
D3LhPC4AAAAJ,james jackson,52558
eA-Aa-AAAAAJ,Stephen Sharp,52461
-S7V41QAAAAJ,James A Black,51996
QQOy6PIAAAAJ,Greg Winter,50525
vdDwlucAAAAJ,Dr AJ McCoy,50116
7cmkjygAAAAJ,Anthony Cheetham,49574
OwfuumAAAAAJ,Alison M Dunning,47145
VSSJNG4AAAAJ,Sylvia Richardson,46474
FtEyPbMAAAAJ,David A Ritchie,46408
fKwq9YgAAAAJ,William J. Sutherland,46390
oKOfAl4AAAAJ,John Trowsdale,46126
qnMs-XYAAAAJ,Jon Crowcroft,46065
AGx7PpgAAAAJ,Brian CJ Moore,45828
jBCUa64AAAAJ,John RB Perry,45288
kRBsjt0AAAAJ,Susan Gathercole,44705
WgyDcoUAAAAJ,Ross Anderson,44475
UBGNlX8AAAAJ,Garib Murshudov,43841
fgVrmpgAAAAJ,John Duncan,43761
83cN-rIAAAAJ,Mike Hulme,43383
8FsAkjgAAAAJ,VP Collins,42527
nX2W9VgAAAAJ,David Jayne,42378
cI4rtAkAAAAJ,HKDH Bhadeshia,42190
MDHa4wwAAAAJ,Ken K. Ong,42042
GiRr1jMAAAAJ,Michael P Murphy,41657
bLzED9kAAAAJ,Patrick F Chinnery,41197
bkHV1dYAAAAJ,Maria Grazia Spillantini,40367
2XB00csAAAAJ,Andy Neely,39985
fFQ1XSkAAAAJ,I Sadaf Farooqi,38237
kucwB9kAAAAJ,Anton Enright,37729
soXddS8AAAAJ,Roger A Barker,37391
j0-DVcUAAAAJ,Richard Henson,37185
pFEURKIAAAAJ,Chris J. Pickard,36648
2LZWtQsAAAAJ,Lawrence W. Sherman,36569
FQWUO5EAAAAJ,Ron Martin ScD FBA FAcSS FRGS FeRSA,36506
dX5CPEgAAAAJ,SG Oliver,36077
5sQ0FagAAAAJ,Ajit Singh,35757
o9fLPykAAAAJ,Eric Miska,35708
aoRV8K8AAAAJ,Paul Fletcher,35311
dxG_sPMAAAAJ,Michael Cates,34858
HDBoqvYAAAAJ,N.Wyn Evans,34761
RLlUm9sAAAAJ,Malcolm A. Ferguson-Smith,34540
fTA5duQAAAAJ,Andrew Balmford,34250
4dDMfAoAAAAJ,Ray Freeman,33775
R05M9V8AAAAJ,Gehan Amaratunga,33197
msqyoWgAAAAJ,Peter Willeit,32819
1aX_bIcAAAAJ,Simon Tavaré,32666
ZFBFmlIAAAAJ,Theresa Marteau,32516
t8-kTnUAAAAJ,Sarah-Jayne Blakemore,32201
_F3rBMgAAAAJ,Jeremy KM Sanders,32105
Eclg4mwAAAAJ,Roberto Cipolla,31759
aaFEQo0AAAAJ,Guy C. Brown,31604
zbvblHwAAAAJ,Jong Min Kim,31573
63wyizYAAAAJ,Kim Rutherford,31373
bJr8nScAAAAJ,Nicholas Walton,31354
EFP4tBIAAAAJ,Shankar Balasubramanian,31276
aqgFQqMAAAAJ,Carl Edward Rasmussen,31135
kx2IjuYAAAAJ,Jennifer Nichols,30977
DLY3hjQAAAAJ,John Suckling,30854
vB9393EAAAAJ,Anthony Dickinson,30557
yepDtisAAAAJ,Neil Greenham,30388
Wf1qvlgAAAAJ,Clare P. Grey,29963
D0Q3owUAAAAJ,J. Daugman,29657
Z-B7RdUAAAAJ,Antonio Vidal-puig,29536
q1ZxLugAAAAJ,ha-joon chang,29345
zeK3OSYAAAAJ,Emanuele Di Angelantonio,28666
KEdFpy8AAAAJ,Herbert Huppert,28578
HJCQIRsAAAAJ,Andrew J Calder,28554
cwuj3YUAAAAJ,Jeremy J. Baumberg,28521
t9MyvDAAAAAJ,Michele Vendruscolo,28517
DI-tPCEAAAAJ,Dr Sam Stranks,28363
lVs1oN4AAAAJ,Patrick Bateson,27688
PB2gO4MAAAAJ,Chris Wallace,27302
G5s4tEAAAAAJ,William Marslen-Wilson,27245
66BcnF0AAAAJ,George Malliaras,27158
9PRzLVMAAAAJ,Graham J Burton,26950
quOa-C4AAAAJ,Miriam Alvarado,26741
4sUOOosAAAAJ,Christopher Hill,26734
DuC-I-AAAAAJ,Frank Kelly,26636
oTI5BjIAAAAJ,Venki Ramakrishnan,26495
Dg6IGLQAAAAJ,richard henderson,25964
khoYfzcAAAAJ,Andrew J Bannister,25580
iNkm3hoAAAAJ,Jussi Taipale,25501
1RSzj0sAAAAJ,Diane Reay,25207
CvIN1XwAAAAJ,Sean Munro,25085
xIidqewAAAAJ,Geoff Walsham,25051
6WC1bewAAAAJ,Simon Griffin,25048
bYI4-6YAAAAJ,Richard Gilbertson,24986
iXLNm0EAAAAJ,James Lee,24687
JX6gp9EAAAAJ,Roger Pedersen,24468
V_SMuA8AAAAJ,Philip Woodland,24291
8LrzRnAAAAAJ,Matthew A. LAMBON RALPH,24267
k4h_XSMAAAAJ,William C McGrew,24201
TSV9AV8AAAAJ,Soren Brage,24105
Tt0cULAAAAAJ,Bill Clyne,23745
7VRCOgoAAAAJ,Julie Ahringer,23639
7p6iOO4AAAAJ,Prof. Julian Gough,23570
2rRZKUsAAAAJ,Nicholas Morrell,23484
QlJsKv0AAAAJ,Michael Inouye,23252
dJuu6LoAAAAJ,William Bonfield,23228
ngz7WokAAAAJ,Ekhard Salje,23117
KZBlBDEAAAAJ,Professor Anthony P. Davenport,22983
YgIws48AAAAJ,Peter Lachmann,22850
MyqMuWEAAAAJ,Roberto Maiolino,22528
5UMOZ_cAAAAJ,Griffin JL,22355
aPNPdJcAAAAJ,Chris Allen,22214
jHacPLYAAAAJ,Ottoline Leyser,22188
VOHWcY4AAAAJ,Ulla Sovio,21933
w-U3BGYAAAAJ,JW Dalley,21900
RD9yeK4AAAAJ,martin Bennett,21897
p77LjqcAAAAJ,Julian A. Dowdeswell,21781
RSFlmjIAAAAJ,Mark Gales,21724
vPHgc6EAAAAJ,Prof. David A. Hodell,21632
4t2NNI8AAAAJ,Lorraine K Tyler,21457
vmcOEc0AAAAJ,Simon Godsill,21287
Dm2M8L4AAAAJ,Joe Dennis,21067
SEeKSCIAAAAJ,Professor Donald M. Broom,20808
KDtSFaQAAAAJ,Ben Seymour,20622
OIwPO7wAAAAJ,Christian Frezza,20556
tK50i4oAAAAJ,Vasily Belokurov,20535
9teWh5MAAAAJ,Javier Gonzalez D.,20419
0XTmVmoAAAAJ,Jan Löwe,19907
MwoqBnkAAAAJ,M. Madan Babu,19724
3pwpOoUAAAAJ,Nathan Johnson-McDaniel,19668
QwNGLNQAAAAJ,Hana Lango Allen,19620
A8xJ0DsAAAAJ,Mary Dixon-Woods,19535
RfNhTAMAAAAJ,sanjeev goyal,19351
xMC1s08AAAAJ,Prof. IM Hutchings,19206
KL6sNFEAAAAJ,William Colledge,19055
ccLpbKwAAAAJ,Masashi Narita,19040
Xli88EUAAAAJ,Prof  WH Colledge,18964
TfC0MYsAAAAJ,SE Golombok,18897
IdDePL0AAAAJ,P Smielewski,18866
arjc74IAAAAJ,John Clarkson,18784
okkne6oAAAAJ,Allan E. Herbison,18655
CXkjEhIAAAAJ,David Coomes,18650
onGlQr0AAAAJ,as Fokas,18645
v5647SYAAAAJ,Hughes IA,18633
zhMxvOAAAAAJ,Philip Dawid,18556
VFTy_k8AAAAJ,Prof AD Cliff,18425
JlCYmloAAAAJ,Suet Feung Chin,18417
fIXVLJgAAAAJ,D. S  Charnock-Jones,18403
UiN5dCUAAAAJ,Robert White,18377
dw1TWk4AAAAJ,Valerie Voon,18319
-lYrze0AAAAJ,Judith MacManus-Driscoll,18291
Z3b6AS8AAAAJ,Alfonso Martinez Arias,18239
YOwFJ0IAAAAJ,Frank Marlowe,18143
_aVQVCEAAAAJ,Ian Goodyer,17979
QE17xR4AAAAJ,Steven Hand,17959
yz_hcacAAAAJ,Ming-Qing Du,17776
7UBE9XcAAAAJ,Gordon CS Smith,17718
xckQ9LIAAAAJ,Tawfique Hasan,17477
LdFornAAAAAJ,Abigail Fowden,17443
CNekj-gAAAAJ,Clare F. Macrae,17360
xQrmqRkAAAAJ,Giancarlo Corsetti,17291
s5-sKRAAAAAJ,John Kendrick-Jones,17206
Sv1hcjEAAAAJ,Lawrence Paulson,17189
CLYqAJoAAAAJ,Prof. DO Gough,17138
Ej4BNaQAAAAJ,Cecilia Mascolo,17087
R6z8RLIAAAAJ,Benjamin D Simons,16845
UGnGjNYAAAAJ,Giles ED Oldroyd,16812
Pw7HOTwAAAAJ,Murray Stewart,16764
C47n9RcAAAAJ,Geoffrey Grimmett,16756
YJqxuI4AAAAJ,Peter A Lawrence,16715
tG1tFxkAAAAJ,"papaloizou,j.",16712
kY0xFdoAAAAJ,JR Willis,16705
tBQ2aIIAAAAJ,Patrick McCabe,16652
IwX0nvYAAAAJ,Bertie Gottgens,16565
SXAM65cAAAAJ,Daniel St Johnston,16498
VIwGymEAAAAJ,Vikram S. Deshpande,16473
ZRkTKFMAAAAJ,Raymond E. Goldstein,16399
7h1jxn8AAAAJ,Jason Cooper,16398
e1jfDwMAAAAJ,Rodolphe Sepulchre,16349
KZ-KKvUAAAAJ,Jan Maciejowski,16341
2_i6GTYAAAAJ,James Rowe,16210
QFmHReAAAAAJ,Ian Paterson,16035
XjZJ7oUAAAAJ,LCG Rogers,15967
6mqvBSIAAAAJ,Michael Bickle,15878
_0Ae77kAAAAJ,Klaus Okkenhaug,15849
vm5ZZlMAAAAJ,Tuomas Knowles,15780
DWXP1KMAAAAJ,Stefan Marciniak,15713
cnF9WXIAAAAJ,DMF Cooper,15675
5DOZG-oAAAAJ,Eugene Terentjev,15670
2S7qMccAAAAJ,James Wood,15611
bNaVAHcAAAAJ,Peter John Grubb,15598
46RjpiYAAAAJ,Paul Midgley,15546
TZ9YLMoAAAAJ,Jason Rentfrow,15542
104vr-gAAAAJ,robert c. glen,15535
jsoPOqMAAAAJ,Malcolm Warner,15517
BSoawXwAAAAJ,Mark Girolami,15376
z4lPJ7sAAAAJ,Simon B Laughlin,15341
UlqoO9GDYDoC,Roy D. Patterson,15290
nxJ-N50AAAAJ,Varindra Kumar,15113
jcwHIesAAAAJ,Peter Leadlay,15109
TpDScJMAAAAJ,Cahir O'Kane,15105
ESnQp04AAAAJ,Melissa Hines,15096
GB-G5V4AAAAJ,Malcolm Bolton,15039
pNPOUjEAAAAJ,HK Moffatt,15034
lAYEqBUAAAAJ,tony lawson,15022
QFfj-TMAAAAJ,Christopher Tout,14994
dSJ1X9gAAAAJ,Nitzan Rosenfeld,14990
rBHbN9AAAAAJ,Caterina DUCATI,14979
mxi_proAAAAJ,Chris D. Jiggins,14766
mQCdjl0AAAAJ,Ian Bruno,14749
nNBd7i0AAAAJ,Leonardo Bottolo,14748
xzsPxXoAAAAJ,Paul Dupree,14620
EyGbDJoAAAAJ,Harvey Beere,14576
Rl-Y4zIAAAAJ,LUCIO SARNO,14522
cbeXPT8AAAAJ,Aylwyn Scally,14413
8PCtoDcAAAAJ,Marc Tischkowitz,14405
v8V058QAAAAJ,Andrea Manica,14362
xRIKbJMAAAAJ,Andrew Friend,14351
hK46FDAAAAAJ,Russell Cowburn,14344
MBQvHRcAAAAJ,Edwin Chilvers,14166
5VgYLcsAAAAJ,Sjors Scheres,14123
MouByCQAAAAJ,David Cebon,14010
tDrgPZQAAAAJ,John Mollon,13957
Qj1CGEkAAAAJ,Martin White,13946
hzPiq4MAAAAJ,PM Brakefield,13828
4ioJyDwAAAAJ,Rufus Johnstone,13764
8l5ZaAoAAAAJ,Robert A. Foley,13585
ZHqux1QAAAAJ,Thomas Adrian Carpenter,13507
P1sG2NQAAAAJ,Clive Oppenheimer,13502
yipiW7wAAAAJ,Ben Allanach,13402
iRWBJNcAAAAJ,Neil RP Harris,13379
nLgV93sAAAAJ,Roberts AC,13366
7dwtOZwAAAAJ,Samuel R Chamberlain,13284
xP_2mPIAAAAJ,Dr Giles SH Yeo,13108
F3ecmV8AAAAJ,Michael Akam,13078
r3SJcvoAAAAJ,Neil D. Lawrence,13056
nZPQrRAAAAAJ,Michael C. Anderson,12897
2NHX1bIAAAAJ,R. Andres Floto,12882
--dtjSAAAAAJ,Maria Ubiali,12881
31Xh_68AAAAJ,Nick Kingsbury,12765
tEyoh8oAAAAJ,Pradeep J. Nathan,12759
UNi_SX4AAAAJ,Jim Haseloff,12705
71qFwcIAAAAJ,Rebecca Fitzgerald,12702
deiA31gAAAAJ,Patrick Varilly,12675
-B2drg8AAAAJ,Guy B. Williams,12630
b_0jLYIAAAAJ,Duncan Jodrell,12590
-Kt1Q0UAAAAJ,Christopher G Tate,12546
QgB5bM0AAAAJ,Linda A  Amos,12544
plvvFX4AAAAJ,Roman Hovorka,12486
4FSAZOsAAAAJ,Markus Kuhn,12409
5P5RDDAAAAAJ,Colin W Taylor,12380
jxO7LeoAAAAJ,Tim Fryer,12376
dm8Rwd0AAAAJ,Stephan Hofmann,12306
QTs7hEIAAAAJ,Friedrich Lösel,12281
VVeh4u8AAAAJ,Alasdair Coles,12251
Lc9Q5TYAAAAJ,Esther van Sluijs,12216
3YrWf7EAAAAJ,"P. Lió, Pietro Lio, P. Lio, Pietro Liò, Pietro Lio'",12199
H1dTZckAAAAJ,Ozgur B. Akan,12162
Cii_OjAAAAAJ,Mark J Dunning,12061
yi_suyIAAAAJ,Jonathan Heeney,12054
c2RNJr0AAAAJ,David R Spring,11979
K59RmUwAAAAJ,Alan Hughes,11969
ZeB-PZkAAAAJ,Duncan McFarlane,11911
YxB3eTRt_uQC,Andrew Sharkey,11798
pCZrETgAAAAJ,Eric Lauga,11713
7V5xI-8AAAAJ,Prof. FA Loesel,11577
nuyBlicAAAAJ,Martin L Miller,11576
3I1OEAEAAAAJ,matthew seaman,11570
vV74LdYAAAAJ,Caroline Humphrey,11566
VMk8mDcAAAAJ,Ludovic Vallier,11542
HbAK4mYAAAAJ,Di Wei,11488
TvInqw0AAAAJ,Geoffrey Lloyd,11411
guO8l_MAAAAJ,Farhan Feroz,11397
JNXNIVEAAAAJ,Keith Priestley,11350
ch0cJmQAAAAJ,Michael G. Pollitt,11331
xI5et-wAAAAJ,Sanjeev Goyal,11324
8gXc0igAAAAJ,Michael Barrett,11299
cScj-TgAAAAJ,Paul Lehner,11299
UdT6qD4AAAAJ,John C. Gray,11286
