AuthorID,AuthorName,Count_cited
4G6EhwMAAAAJ,Glynn Winskel,11167
8eurwoIAAAAJ,Simon Deakin,11120
MYRcFboAAAAJ,Prof. Alison G. Smith,11096
geQiXEgAAAAJ,Lalita Ramakrishnan,11089
LLkgMYQAAAAJ,Fiona Gilbert,11073
S3P1cQ8AAAAJ,Christopher Howe,11055
jV9EUlAAAAAJ,Manasa Ramakrishna,10962
Iqn-DD8AAAAJ,Christopher M Johnson,10950
9dQclqsAAAAJ,Rita Horvath,10924
olZj-78AAAAJ,vladimir saudek,10923
rDdwiFQAAAAJ,Antonio Lombardo,10883
KrkLtMsAAAAJ,Simon Redfern,10882
nhLL1cwAAAAJ,Stefano Pluchino,10864
iKv2hCUAAAAJ,Andreas Bender,10837
76uDzrcAAAAJ,Julian Allwood,10804
IWMf62kAAAAJ,John Doorbar,10794
BelVvT0AAAAJ,David Ogilvie,10613
n4-dM7cAAAAJ,Prof. Vassilis Koronakis,10578
LG0OapQAAAAJ,Arieh Iserles,10563
Ap8X1ykAAAAJ,Carlo Acerini,10544
HU_F_AoAAAAJ,Malcolm Burrows,10499
UtxHZp8AAAAJ,Felix Day,10485
c8iP7AsAAAAJ,John Powles,10411
VX5LvJQAAAAJ,Elroy Dimson,10347
UbxdnG4AAAAJ,Marta Mirazon Lahr,10272
Kt2arkkAAAAJ,Oscar M Rueda,10258
AREixroAAAAJ,Anthony Bottoms,10168
4vMbutcAAAAJ,Hassan Khan,10133
y3CYyPkAAAAJ,Richard Penty,10121
oFaeYiwAAAAJ,Jonathan Nitschke,10112
lUAMWXsAAAAJ,SARAH FRANKLIN,10103
0mz62QQAAAAJ,Jason Cole,10100
rpGmiKsAAAAJ,William Schafer,10088
hX3TLbMAAAAJ,James HF Rudd,10045
TAE0DykAAAAJ,Stephen Burgess,9992
v3V6xgwAAAAJ,Martin J. Graves,9899
Mk3IVQ8AAAAJ,Teng Jian Khoo,9875
Yn5idQMAAAAJ,Mete Atature,9844
q4x3b2YAAAAJ,Per-Olof H Wikstrom,9788
T6J1XlYAAAAJ,Markus Kraft,9773
W1tPoxIAAAAJ,Kumar N,9734
fjaiBfgAAAAJ,Malcolm Mackley,9734
ojQoUvoAAAAJ,Rupert Wegerif,9671
AB-PdPYAAAAJ,Mike Clark,9650
sVP3bDsAAAAJ,Amy Sarjeant,9631
mvYAZJUAAAAJ,Keith S Taber,9597
WpPFFJQAAAAJ,Paul Telford,9595
ZSviYmoAAAAJ,Harvey Reall,9556
yNCwW9kAAAAJ,Frances Richards,9470
6YlEJ6YAAAAJ,Clare Bryant,9466
d91HkA8AAAAJ,Xavier Moya,9438
taGp4cUAAAAJ,Nicholas A. Bright,9435
2OgG5s0AAAAJ,Michael A Carpenter,9426
Paqhr78AAAAJ,Olaf Hauk,9363
VMoALpsAAAAJ,Quentin Stafford-Fraser,9332
gVlNotIAAAAJ,Francis M Jiggins,9331
tqdnTPQAAAAJ,Pietro Mastroeni,9279
X0qkRnwAAAAJ,Peter A. Wood,9257
zQ8i38kAAAAJ,Andrew Lever,9246
ibwDzukAAAAJ,David Sedley,9185
f89sVvYAAAAJ,Stephen Morris,9168
eo6pRzwAAAAJ,Bernard Fingleton,9075
q9Q17GIAAAAJ,Epaminondas Mastorakos,9070
0kWwkEUAAAAJ,Alan Blackwell,9038
aM9PeZ8AAAAJ,Oliver Linton,9014
44myIR8AAAAJ,Zoran Hadzibabic,9003
bNZfDVgAAAAJ,Timothy G. Griffin,8999
md_PhpoAAAAJ,Joerg Wunderlich,8978
8yfg6WoAAAAJ,Richard Ansorge,8912
GriJOGgAAAAJ,Prof CA Gilligan,8884
pLaGc4YAAAAJ,Dr Stefan Gräf,8837
G5bb9DgAAAAJ,anna vignoles,8827
kw_ugLkAAAAJ,Dr U. Paszkowski,8810
vc0X9bkAAAAJ,James A Huntington,8787
c-ZynMEAAAAJ,Brian Josephson,8766
eGWHmMIAAAAJ,Nicholas Jeremiah White,8762
TsiyWRwAAAAJ,Valerie Wood,8762
ukdsU_AAAAAJ,Tony Fulford,8747
gpmtO_gAAAAJ,F Stajano,8738
1R7CCqUAAAAJ,Mark Warner,8718
6T57QFcAAAAJ,Richard Gymer,8715
581rUZAAAAAJ,Erwin Reisner,8711
iJScODIAAAAJ,Sebastian Schornack,8703
yLqhSBsAAAAJ,Ivano Amelio,8685
ORqe_hwAAAAJ,Clemens F Kaminski,8641
jcCw9LAAAAAJ,Rob Phaal,8582
SX-d58kAAAAJ,Professor Brian R. Little,8546
Ea-NR7MAAAAJ,Paul Tracey,8533
sO_HIOEAAAAJ,Hendrik W. Van Veen,8513
FHuPRiEAAAAJ,James Russell,8498
scc0Y24AAAAJ,Florian Hollfelder,8468
QGHVwTEAAAAJ,Ross F Waller,8397
puO9uA0AAAAJ,Ulrich F. Keyser,8387
mW7sQkAAAAAJ,Prof. S. Efstathiou,8387
qNP6lAwAAAAJ,Ted Briscoe,8382
N31UaJIAAAAJ,Caroline Trotter,8359
wqzh1HwAAAAJ,Ann Copestake,8332
9s93_1YAAAAJ,Koen Steemers,8304
lee79YUAAAAJ,Adrian Kent,8260
okhEoSkAAAAJ,David F Burke,8260
rYB5HtUAAAAJ,Ulrich Müller-Sedgwick,8243
nEpD8HIAAAAJ,Krystyna A. Kelly,8223
XV3z2gIAAAAJ,Professor DA Giussani,8201
imbCcS0AAAAJ,John P Carr,8188
l0yJC5oAAAAJ,Jaideep C. Prabhu,8181
qjnBu0sAAAAJ,Amar Shah,8172
felFiY4AAAAJ,David Tong,8157
VgjC4I4AAAAJ,Julian M Hibberd,8126
91NxdC4AAAAJ,Peter Robinson,8103
aTTy2OAAAAAJ,Dr SE Jackson,8092
KVQAGL0AAAAJ,Helen Beasley,8033
3w41Ss0AAAAJ,Greg P Shields,8028
yML5E68AAAAJ,Caroline H Williams-Gray,7989
QI87ffIAAAAJ,Yorgo Modis,7936
vlLPfKAAAAAJ,Dr IR Henderson,7922
z9CoSJMAAAAJ,David Stillwell,7862
d14Su2QAAAAJ,Jonathan M Goodman,7830
v0GYM2YAAAAJ,Shun Watanabe,7809
sawzz1sAAAAJ,Florian Markowetz,7783
q39javYAAAAJ,Gabor Csanyi,7750
2XjhvxgAAAAJ,Nigel Woodcock,7714
1gDq3MwAAAAJ,Prof. Charles G. Smith,7707
3A8xbDwAAAAJ,Qingshen Jing,7677
Ox5A3sQAAAAJ,Edmund VJ Tanner,7635
lSWWr04AAAAJ,Andrew W. Moore,7630
VKFY0RgAAAAJ,Robert J Mair,7598
DyLd5SEAAAAJ,Jon S. Simons,7488
Q3cl7PEAAAAJ,Professor Alex AR Webb,7488
mQrdLlMAAAAJ,Mark A Holmes,7421
A3bHiTEAAAAJ,Nigel Cooper,7419
UVxRllsAAAAJ,Nikku Madhusudhan,7415
yWT2MR4AAAAJ,Franklin I Aigbirhio,7407
zN80qfgAAAAJ,Joel Robbins,7398
lxeSGvsAAAAJ,David Brading,7396
Cn6HcIkAAAAJ,Eduardo Gonzalez-Solares,7365
AmfKQJoAAAAJ,Edmund RS Kunji,7363
TcH3CrgAAAAJ,Bonnie Auyeung,7346
ax199AoAAAAJ,Phil Allmendinger,7325
GJeAaCgAAAAJ,Christopher Constant,7325
hE2mTp4AAAAJ,Alex Kendall,7276
qevR9IoAAAAJ,Garth N. Wells,7226
m54escoAAAAJ,Alison Liebling,7196
6kF5hy0AAAAJ,Andrew E Firth,7143
iVfeCN4AAAAJ,Susan Lee Robertson,7039
Yj0y0swAAAAJ,Emmanuel A Stamatakis,6983
HqOZpJ4AAAAJ,Paul Alexander,6976
25dlPb4AAAAJ,Chris Hope,6966
UC7UzcUAAAAJ,Nicholas J. Butterfield,6944
LY_ptQQAAAAJ,D Ian Wilson,6942
jUnCA_EAAAAJ,Leonor Miller-Fleming,6913
r9_pxHMAAAAJ,Floor van Leeuwen,6886
bRVdFNQAAAAJ,Prof. Ruth E. Cameron,6872
gkIJYvQAAAAJ,Axel Zeitler,6789
11pxSRQAAAAJ,Seb Savory,6779
Qk5wcmsAAAAJ,Francesco Colucci,6777
AmNKXGIAAAAJ,F. Malte Grosche,6764
h_Ujda4AAAAJ,Michael De Volder,6726
SbWIT5oAAAAJ,"Kirsten Corder, PhD",6679
Hj9n3UkAAAAJ,Toke S Aidt,6612
PTlJ_s0AAAAJ,Keith Martin,6608
ddWX7sYAAAAJ,"DE Newland, David Newland, David E Newland",6582
OiHa0ZQAAAAJ,Dr RC Preece,6572
9g0ZvAEAAAAJ,Daniel Baumann,6551
ZUM0sVEAAAAJ,Akshay Rao,6538
XrBZ9UAAAAAJ,Raghavendra Rau,6522
VEIim-IAAAAJ,Matthew Towler,6504
Ne36_y4AAAAJ,M. Ttofi,6498
6-hZsgsAAAAJ,Maya Ghoussaini,6484
J1wRn3oAAAAJ,Andrew M Pitts,6475
gQMHlEUAAAAJ,romola davenport,6471
9LJgRFAAAAAJ,Richard Mortier,6461
EkIgIUcAAAAJ,Peter Sewell,6458
jBnuYi4AAAAJ,Salvatore Scellato,6446
PMINf4gAAAAJ,Steven Russell,6427
DMLUXI0AAAAJ,Malcolm C Smith,6425
vs0_ZIQAAAAJ,Dr James R. McMillan B.Sc. M.Sc. MBA  Ph.D.,6407
nG-akhQAAAAJ,Jacqueline Scott,6388
x9KYbF4AAAAJ,James A. Elliott,6384
OBgpwZoAAAAJ,Bhaskar Vira,6383
MdLoWrkAAAAJ,Dr Lorena Escudero Sanchez,6357
w6lAFfQAAAAJ,Belin David,6331
rqd67ysAAAAJ,Felice Torrisi,6294
tj2tTB8AAAAJ,Beverley Glover,6293
LndG2loAAAAJ,Kaivan Munshi,6275
ZMelBa0AAAAJ,Nigel Collier,6214
apuwPNMAAAAJ,Dr G. Murray,6204
VKOpdK4AAAAJ,Ziguo Zhang / 张自国,6172
JblQKuAAAAAJ,Gonçalo Bernardes,6146
yhPKfnoAAAAJ,DA Cardwell,6128
juK7nIAAAAAJ,Benn Lawson,6122
lbd-u0sAAAAJ,Kenneth Ruthven,6095
Xnk12PQAAAAJ,John O'Neill,6082
6dHxiEkAAAAJ,Paul Bays,6077
HLvubi4AAAAJ,Rebecca Kilner,6049
3WuqgnUAAAAJ,Stuart Scott,6027
h-qEgAUAAAAJ,Maria Nikolajeva,6019
1zQx9ocAAAAJ,Robert A Nicholls,5912
UBtDYUwAAAAJ,Florian T Merkle,5909
9XotieYAAAAJ,Olly Burren,5901
Sfxl9ZYAAAAJ,Tommaso Giannantonio,5890
rRVxi3UAAAAJ,Sarah A. Radcliffe,5887
GbtoA1wAAAAJ,Martin Hyland,5884
Mm6pvosAAAAJ,Leo James,5865
0JeV6NIAAAAJ,Gordon Ogilvie,5819
GnKIYCcAAAAJ,Simone Teufel,5777
cUw7wnEAAAAJ,Jean Adams,5751
1JJ7juYAAAAJ,Richard W Prager,5718
NH2ISpkAAAAJ,Ianthi Tsimpli,5710
VwEz1s4AAAAJ,John Rust,5708
Va2yQ0IAAAAJ,Heather Strang,5706
F_ULsB4AAAAJ,Matthew Gandy,5699
cNni_ngAAAAJ,Prof. IM Tsimpli,5694
1k5hqCIAAAAJ,Colin  W Taylor,5690
