AuthorID,AuthorName,Count_cited
yAGcQuwAAAAJ,Chun Yang,11338
VpiAi9YAAAAJ,Peng Wang,11305
jdp0VxIAAAAJ,Darren Delai Sun,11212
SUDGIj4AAAAJ,Teik Thye Lim,11148
ZgD-LZYAAAAJ,Ajith Kumar MM,11079
JBnyy0AAAAAJ,Kanyi Pu,11050
o3xYGS8AAAAJ,Yuao Hu,10928
sg4vxPoAAAAJ,Cuntai Guan,10854
-mLz1noAAAAJ,Handong Sun,10737
isxmnzQAAAAJ,Hoi Nok Tsao,10665
aFS6qLwAAAAJ,Professor Gemma Calvert,10616
wrg32b4AAAAJ,Joachim Loo,10418
fquHjJoAAAAJ,Meng Joo Er,10396
zG0CeKQAAAAJ,Yeng Ming Lam,10392
PSzd_o4AAAAJ,"Park, Seung Ho",10342
WFFamJkAAAAJ,Gao Cong,10324
yN_OPicAAAAJ,CHENJIE XU,10128
goXgK3IAAAAJ,Sundararajan N,10070
pcupb0QAAAAJ,Newman Siu-kwan SZE,10037
5fgLjhIAAAAJ,Ranjan Singh,10025
qBIJOy0AAAAJ,Ling Bing Kong,9955
yiomBvMAAAAJ,Nguan Soon Tan,9806
J5q0MF8AAAAJ,Adriano Ambrosi,9741
uSdGJLIAAAAJ,Cesare Soci,9643
g8jyBvkAAAAJ,Lin Li,9581
GGUNtCsAAAAJ,Kai-Kuang Ma,9579
IOeGtSEAAAAJ,Perry Ping Shum,9534
vNmYSc4AAAAJ,SHIXIN WU,9487
mRR-JcoAAAAJ,WunJern NG,9128
L5aucmwAAAAJ,Zhu Wenyu,9064
1tUNiyQAAAAJ,Xianfeng WANG,9002
ta53p_gAAAAJ,Naohiko Yoshikai,8985
CU6SwJkAAAAJ,Ho Sup Yoon,8976
4sPoVMAAAAAJ,Hong Li (Colin),8949
SC-KsDwAAAAJ,Yong Liang Guan,8934
_2eZRrYAAAAJ,Siu-Kui Au,8735
ZmXoj5YAAAAJ,EC Leong,8664
4DWyVOkAAAAJ,Moon-Ho Ho,8658
_3xsTUUAAAAJ,Cheng Hon Alfred Huan,8557
2PdcTukAAAAJ,Julien lescar,8412
-WnVaK8AAAAJ,YK NG,8274
EL9XPtUAAAAJ,Guankui Long,8271
9QHa5UAAAAAJ,Teng paul PS,8193
64X_DrMAAAAJ,Yidong Chong,8185
HUnDXRYAAAAJ,Lipo Wang,8141
wyKGVKUAAAAJ,Aixin SUN 孙爱欣,8119
jZP8j94AAAAJ,Jan Carlstedt-Duke,8103
wPYyFb8AAAAJ,Stefan Wuertz,8072
-qmD_aQAAAAJ,Seok Woo Lee,7937
89dK8XEAAAAJ,Zbynek Bozdech,7897
P8HCCTAAAAAJ,Wang CK J,7885
OoIeD7IAAAAJ,I-Ming Chen,7828
ETb3VyAAAAAJ,Can Xue,7800
t9EqYQIAAAAJ,Yap-Peng TAN,7758
9B440xoAAAAJ,Rebecca P. Ang,7721
Xk9oMnIAAAAJ,Kun Zhou,7603
3pNQ3w0AAAAJ,Choon Hong Tan,7572
HD1s2f0AAAAJ,Yang Hongbin,7563
wp8lDiYAAAAJ,Chee-Kit Looi,7557
webLWngAAAAJ,ZW Zhong,7456
kjiwE6IAAAAJ,Mo Li,7437
9pSK04MAAAAJ,Xavier Bresson,7348
LHeu-DUAAAAJ,Hou Wang,7200
4DydC-gAAAAJ,Jianmin Miao,7166
PvHSH3UAAAAJ,Christine CM Goh,7162
GmWC5ZsAAAAJ,Jarkko Salojärvi,7039
gIMrkTgAAAAJ,Kai Choong Leong,6947
6bT9lEMAAAAJ,CK Soh,6859
6DlH-6MAAAAJ,Jian Chu,6839
uantFQ4AAAAJ,Paul Lee Choon Keat,6641
qXLjz30AAAAJ,Jun Luo,6612
IL3mSioAAAAJ,Xudong Jiang,6595
fmXGRJgAAAAJ,Chunyan Miao,6544
JCehBDoAAAAJ,Qian Kemao,6530
Zv-X4JEAAAAJ,Bengang XING,6453
N5bF40IAAAAJ,Buyuan Guan 关卜源,6420
o5tasoIAAAAJ,Kee Woei Ng,6404
pb-CVeYAAAAJ,GUET,6391
KVB9Ef8AAAAJ,James B Ang,6355
-rNXhtQAAAAJ,Jian-Liang Wang,6348
gHW1fVIAAAAJ,Willy Ardian Renandya,6343
tWFcDREAAAAJ,Lim Swee Sien,6313
n7kBuSkAAAAJ,Ming Jen Tan,6290
cFchDA4AAAAJ,SF Chew,6247
VWi3_OIAAAAJ,Anwitaman Datta,6189
lF3K0zMAAAAJ,Randy J. LaPolla,6118
IFV_RdMAAAAJ,Jie Zhang,6109
lqK7lEoAAAAJ,chai quek,6085
gqhS-ncAAAAJ,Yongqi Zhang,5964
sMeNdEoAAAAJ,Lydia Helena Wong,5925
G0hdDqYAAAAJ,Ah-Hwee Tan,5891
B3_kPMcAAAAJ,Jianfei Cai,5878
-cxuLy0AAAAJ,Juliana M Chan,5819
VjqMTLwAAAAJ,Dion Goh,5816
eMNVcnYAAAAJ,WK Ng,5742
-rXVvrwAAAAJ,Kai Wang,5729
wd5JM5IAAAAJ,Qi Jie Wang,5698
JDnq6l8AAAAJ,RS Rawat,5671
e88q77cAAAAJ,Alton Chua,5636
A6g1SDEAAAAJ,Chris Boothroyd,5631
da-7ae0AAAAJ,Swee Ngin Tan,5618
OtXxaI4AAAAJ,Kang Hai Tan,5599
aSOg_i4AAAAJ,Richard D. Webster,5554
sovM_aMAAAAJ,Chip Hong Chang,5508
IECCPKUAAAAJ,Shuai Liu,5505
EkEYNtwAAAAJ,Timothy TY Tan,5444
9V60J8MAAAAJ,Zhongxiang Shen,5413
bMO4S18AAAAJ,Yang Yaowen,5402
A-U10w8AAAAJ,Xue-Wei Liu,5354
dboVuDYAAAAJ,Justin Dauwels,5308
Z8_fQ_AAAAAJ,Rongming Lin,5283
QdmIiyIAAAAJ,Wentong Cai,5276
2Bz_o3kAAAAJ,Wei Zhou,5275
LkmeJRYAAAAJ,Kap Luk Chan,5250
08FJCvcAAAAJ,LINFEI LAI,5244
e9NEf6UAAAAJ,Bo Chen (陈博),5165
6JuoIAUAAAAJ,GU FENG,5146
IE7M2mgAAAAJ,Huaxiong Wang,5065
vedymI4AAAAJ,Christina Soh,5065
gnW4UEAAAAAJ,Pramod Kumar Meher,5062
lfqV3lMAAAAJ,Swee Tiam Tan,5007
92D0pkwAAAAJ,Zhiping Lin,4979
ec7xJ6gAAAAJ,Shaun Wang,4968
FJodrCcAAAAJ,Eng-Siong Chng,4953
R11XIiUAAAAJ,Xing Yi Ling,4942
4b17wSgAAAAJ,Federico Lauro,4901
sGCf2k0AAAAJ,Jianmin Zheng,4887
VTLWMJYAAAAJ,Chiew YM,4880
AQamaxoAAAAJ,Wei Lin Leong,4842
Iiq2HKYAAAAJ,Guoqiang Hu,4800
d4ZYx6gAAAAJ,Siu Cheung Hui,4796
-uDtv2cAAAAJ,Zhang Huabin,4787
B5iVLK8AAAAJ,Christine Koh Siew Kuan,4777
iFRM21oAAAAJ,Baile Zhang,4774
ZSZLIOgAAAAJ,SN Piramanayagam (Prem),4766
vYftXfQAAAAJ,Peihua Yang,4749
Md8quN4AAAAJ,christiane Ruedl,4747
UYeAlu8AAAAJ,Alessandra Bonanni,4734
Clo01UkAAAAJ,Sunil Adav,4715
uYmK-A0AAAAJ,Shijian Lu,4684
a9zBIfgAAAAJ,Lung-Hsiang Wong 黄龙翔,4633
_Pvgwd0AAAAJ,Yang Liu,4627
BEvJr-IAAAAJ,Lee Chong Eu,4612
MlpbEpMAAAAJ,charles t. salmon,4588
s3IB4BcAAAAJ,Chun Kiang Chua,4580
9N4ZQo8AAAAJ,Nam-Joon Cho,4559
ReN8HDkAAAAJ,Sing Yian Chew,4550
MYREIH0AAAAJ,Lap-Pui Chau,4536
HgANRQUAAAAJ,Yong Liu,4519
Zr-Pda4AAAAJ,Guiying Laura WU （吴桂英）,4497
BLimShYAAAAJ,Olexander (Sasha) Chernyshenko,4469
Eeolw80AAAAJ,Liang-Tien Chia,4467
Adwt4v8AAAAJ,Pina Marziliano,4457
hKpUolQAAAAJ,christina ruedl,4438
Jsn-KbMAAAAJ,Grahame Oliver,4434
yfIdO58AAAAJ,Anthony Goh,4428
EiAVNhwAAAAJ,Chaoping XING,4422
YG0DFyYAAAAJ,Hanwang Zhang (张含望）,4416
XEbl4lQAAAAJ,Eric Peng Huat YAP,4375
3Jt2OA0AAAAJ,Aravind Dasari,4357
LunDJDMAAAAJ,pak-hing leung,4326
8qhJYn4AAAAJ,Dharani Sabba,4318
-aDen7QAAAAJ,Yilong Lu,4297
44VnoosAAAAJ,Wee Ser,4289
6bCVT-UAAAAJ,Soo-Ying Lee,4283
EnyINmkAAAAJ,Yuanjin Zheng,4255
o0F3sqEAAAAJ,Sourav S Bhowmick,4238
w_jIuFAAAAAJ,Jun Di(狄俊),4205
GJhwMpgAAAAJ,Enrico Marsili,4205
O5HPATgAAAAJ,May O. Lwin,4200
jVn0wDMAAAAJ,Chee Keong KWOH,4193
30fnGSkAAAAJ,Mike Ferenczi,4175
FqPI5CEAAAAJ,Ee-Ling Low,4157
NaLjdDAAAAAJ,Thirumany Sritharan,4152
jVn7XBsAAAAJ,Anutosh Chakraborty,4133
JUXrVDIAAAAJ,Thomas Peyrin,4127
0gHdlqMAAAAJ,Eht teo,4082
E_8U8i0AAAAJ,Beng-Chong Lim,4045
TENReWAAAAAJ,James B. Hale,4040
eW0lRo8AAAAJ,Rongrong Jiang,4026
VnNFbX8AAAAJ,Choi Law,4026
F7G8oBIAAAAJ,Feng Luan,4003
TUMhxzcAAAAJ,Xin Chen,4001
Ulmo-hQAAAAJ,David Hung Wei Loong,3997
AW4ALqgAAAAJ,Dianpeng Qi,3971
sO2hGBUAAAAJ,Shizheng Zhao,3970
uGKEn0wAAAAJ,Chuan Seng Tan,3931
vypp4q8AAAAJ,I-hsin Su,3906
xehFzM8AAAAJ,Yi Tang,3892
z4qz7g4AAAAJ,Hua Li,3887
o_roEHkAAAAJ,Douglas L. Maskell,3836
ZAhePQ4AAAAJ,Yan Xu,3808
Oo2YR9AAAAAJ,Wing Sum Cheung,3781
umQebe0AAAAJ,Jasmine Siu Lee Lam,3779
2uKzDmQAAAAJ,Jiangxin Wang,3777
ZudEhvcAAAAJ,Guosheng Lin,3768
6b8SrA4AAAAJ,Dou Shuo (窦烁),3755
w3Dm7HAAAAAJ,Chuan Yang Hwang,3740
aIT4-wIAAAAJ,Tan Lay Poh,3735
BZ0cVQ4AAAAJ,Manojit Pramanik,3731
Ifkee-EAAAAJ,Han WANG,3713
vNnrVZoAAAAJ,Gregory Arief D. Liem,3705
YtTZf44AAAAJ,Christos Panagopoulos,3705
N6w4AGoAAAAJ,Joo-Seng Tan,3693
wECiHw8AAAAJ,Yu Luo,3675
QsIlHqkAAAAJ,Xing Jiang,3644
iKnibI8AAAAJ,Yongmin He(何勇民),3632
L34fRywAAAAJ,Friedrich Wu,3625
-9A8pLsAAAAJ,Wu Yan (吴艳),3599
EA2T_lwAAAAJ,Zhiqi Shen,3582
9Jp6OgMAAAAJ,Zhiqiang Zhu,3563
rKpADDgAAAAJ,Rakesh Ganguly,3559
RmXH2KcAAAAJ,Bing LI,3550
fk3hPLgAAAAJ,Geok Ing Ng,3526
2revyFciOHoC,Sia Siew Kien,3512
ISNmBxwAAAAJ,Ying He,3485
MzQFMhkAAAAJ,Xiao Fang-Xing,3484
LqLHEfoAAAAJ,Weilong Chen,3444
RdMI4CIAAAAJ,Kang Tai,3400
2Z_rAXMAAAAJ,Xingli Wang,3393
KBZxnfoAAAAJ,Yi Zhang,3382
Lx3X7W0AAAAJ,Tat-Jen Cham,3381
cfaar9QAAAAJ,Augustine Tan,3381
n47SaGgAAAAJ,"Jian YANG, Allen (杨剑)",3374
m_g_z3wAAAAJ,Weibo Gao,3369
kMqbNZYAAAAJ,SH Annabel Chen,3340
mbiR454AAAAJ,K. Jimmy Hsia,3320
XnHbS6MAAAAJ,Hsu Wen Jing,3319
nCH0uckAAAAJ,Chee Lip Gan,3316
4CYRsOUAAAAJ,Wenli Chen 陈文莉,3303
f6Q7bogAAAAJ,Huang Xiaolei,3303
jCsRJXUAAAAJ,Kezhi Mao,3300
dLtuZt0AAAAJ,"Chew, Jia Wei",3295
284GzRMAAAAJ,Magdiel Inggrid Setyawati,3269
o9yy_4AAAAAJ,Jiyun Zhao,3231
rTtjoHYAAAAJ,En-Hua Yang,3214
1bqFcwIAAAAJ,Deepu Rajan,3208
wfMe8-kAAAAJ,Subramaniam Arulkumaran,3200
0XMwuEYAAAAJ,Li-Lian Wang,3198
iw4KRMkAAAAJ,Hongwei Bai,3192
wpZYp6sAAAAJ,Xiaosheng Qin,3134
vPbEjY4AAAAJ,Benjamin Detenber,3128
RqkHITUAAAAJ,Kim Tiow Ooi,3125
8mgubkoAAAAJ,Yan Zhou,3102
UQUBlOgAAAAJ,Qinan Wang,3065
AdfqY0sAAAAJ,Ligen YU (于利根),3064
YP8MKakAAAAJ,Han Wei Hou,3062
gA-EpDUAAAAJ,Kunli Goh,3051
_KFyW_EAAAAJ,Rachel Kraut,3044
lRQ0u9oAAAAJ,Raymond Lau,3042
nq1w2Y8AAAAJ,Jun Xing (邢军),3015
GeAwqZQAAAAJ,Wan Ru Leow,2989
y5sBXYYAAAAJ,Kwok Hung Li,2981
GsNPTz0AAAAJ,Jiajian Gao,2979
nIC9J7gAAAAJ,Yanyuan Zhao ,2972
aW-26ZYAAAAJ,Wenting Zhao,2963
gkiB6AwAAAAJ,Ni Shibing,2943
4-2sbp4AAAAJ,Guigao Liu,2939
pBP9_i0AAAAJ,Fidel Costa,2913
BzxO7REAAAAJ,Chun-Hsien Chen,2912
nXUIvpEAAAAJ,Bowen Zhu,2892
6YG2lisAAAAJ,A Alphones,2889
PEEpuNwAAAAJ,Bo An,2874
tOflZhsAAAAJ,Waifong Boh,2873
JDgVUSUAAAAJ,Chei Sian Lee,2866
uApIeAYAAAAJ,Vivien Huan,2859
eYGiY3YAAAAJ,S. Viswanathan,2853
GjEI3a4AAAAJ,Dr Swapnil Dubey,2847
0-4g1c0AAAAJ,"Chor Yong Tay, Dalton",2839
BdJy_rYAAAAJ,Qianhong She,2826
r8abT4wAAAAJ,Charlene Tan,2812
8_K7rMUAAAAJ,Shingo Ito,2795
fih7nU0AAAAJ,KV LING,2791
TZWsCvAAAAAJ,Edson C. Tandoc Jr.,2783
EDri_yIAAAAJ,Joanne Ngeow,2776
OROQ5lgAAAAJ,QINGLANG MA,2774
9OLquYUAAAAJ,Shaheen Majid,2772
niQfQ9UAAAAJ,Kah Chan TEH,2767
5FbjsQ4AAAAJ,Jin Wu,2757
AuK508gAAAAJ,Wonkeun Chang,2756
VlWR3aAAAAAJ,Ming Huang (黄明),2747
zNapw0YAAAAJ,Kim-Yin Chan,2745
vlBNSwUAAAAJ,long yi,2717
Cp3OkDkAAAAJ,Zhi-Heng Loh,2699
io-I8HMAAAAJ,Kunn Hadinoto,2692
F-DuOAkAAAAJ,Zhao-Xun Liang,2686
HMfBYr4AAAAJ,Lorainne Tudor Car,2674
NJg-uKgAAAAJ,Gaoxi Xiao,2662
gOLqbpEAAAAJ,Jackson D. Leow,2660
Gl-zWsEAAAAJ,Bin Cao,2644
eAOG0HcAAAAJ,Shengji Wei,2638
Xetgr0kAAAAJ,Olga Sourina,2634
CxNGc_QAAAAJ,Dong-Qing Zhang,2632
pw1VPEYAAAAJ,Aron Meltzner,2606
zmG7nZoAAAAJ,Amir H. Miragha (Hajimiragha),2571
F_YjttQAAAAJ,Tony Tae-Hyoung KIM,2562
zuhl3kAAAAAJ,Eleanor Slade,2544
KJAmrMQAAAAJ,Mingfeng Wang,2538
_QXxenYAAAAJ,Sivakumar Appa Iyer,2528
n_Fn18MAAAAJ,Nie Youyan,2521
LY9jQvIAAAAJ,Tung Lai Lai,2505
_fdKNRYAAAAJ,Yubo Chen,2504
yRbZpNkAAAAJ,J. Patrick Williams,2498
zuqTcnQAAAAJ,Ting SUN,2494
7Km8i_QAAAAJ,Mely Caballero Anthony,2459
LzdJSQgAAAAJ,Kimberly A. Kline,2458
zOJiL8kAAAAJ,Yu Wang,2456
27SaZx0AAAAJ,"Murukeshan Vadakke Matham ( MPhil., PhD., FInstP)",2449
dKDSt_8AAAAJ,Yew-Jin Lee,2445
AnVV_wkAAAAJ,Der Thanq Chen,2421
zBqn5oAAAAAJ,Zheye Zhang,2412
LYJvWmEAAAAJ,Shirley S. Ho,2407
30Fp0YYAAAAJ,Yiping Ke,2392
-eV_VSoAAAAJ,Angie Low,2391
U4HqFloAAAAJ,Yuan Guanghui,2369
zkCocPYAAAAJ,Jorgen Schlundt,2366
awdbizAAAAAJ,Surajit Bhattacharjya,2364
MRrySyEAAAAJ,Jie He,2361
59Y--FgAAAAJ,Dahai Luo,2359
h5sZ_j8AAAAJ,Yee Hui Lee,2339
Ic_VRGUAAAAJ,Maszenan Abdul Majid Maszenan Abdul Majid,2330
NDMIYKsAAAAJ,Kwok-Yan Lam,2325
tgHSAcEAAAAJ,Juha Song,2324
k9Ok4iEAAAAJ,Jin Tao ZHANG 张晋滔,2311
YdAFllgAAAAJ,Nicolas Privault,2300
gjeUc_wAAAAJ,Sarah R Langley,2297
3Akl_AcAAAAJ,Swee Leong Sing,2262
aWVqRi8-KaEC,Raphael Ortiz,2259
BkCI7rEAAAAJ,Wee Peng Tay,2247
LgnV9zkAAAAJ,Edmond YM  Lo,2240
jzvkwVwAAAAJ,Venkatram Nalla,2233
8A7kHCYAAAAJ,Alexei Sourin,2232
PMGqCRcAAAAJ,Jerome Ingmar Rotgans,2230
gnfuNF8AAAAJ,Ralf Emmers,2216
yGIeAakAAAAJ,Kim Truc Nguyen,2202
sGL-VaMAAAAJ,Xie Chen,2199
GjXYGAsAAAAJ,Rong Su,2198
YmlEkZgAAAAJ,Jingjing Zhang,2197
CsY9J0cAAAAJ,Jian Guo,2178
DMXVcsYAAAAJ,Tzyy Haur Chong,2174
9k9l4ssAAAAJ,Nhon Nguyen-Thanh,2169
LQ7NI-cAAAAJ,Caitian Gao (高彩天),2156
IrdA_ZcAAAAJ,Yabo Wang 王雅博,2145
lcshlBAAAAAJ,Hoi-Yeung Li,2140
IwNaoMcAAAAJ,Korolev Nikolay,2118
AF83m-sAAAAJ,"Shashi Bhushan, Asst Professor",2106
-i14Jm4AAAAJ,Man Pun Wan,2103
FN3mZToAAAAJ,Shau-Yu Lan,2096
K-AlnoEAAAAJ,Quan Liu,2094
iraaxYQAAAAJ,Woon Chia Liu,2089
TIt4ggwAAAAJ,Anupam Chattopadhyay,2077
iOtndBQAAAAJ,Zhiye Zhao,2077
eXgoTXMAAAAJ,Han Yu,2074
ZM0bknwAAAAJ,Kye Yak  See,2040
MUbsQHMAAAAJ,Guangbao Yang,2034
Co60vUAAAAAJ,Yong-gui Gao,2033
m4FqBJ8AAAAJ,Jing Yu,2032
V8QXoFcAAAAJ,Yih Hong Lee,2018
L0EUYn8AAAAJ,Martial Duchamp,2012
u2LDHTEAAAAJ,Pei-Chen Su,1997
TIVvcX4AAAAJ,Shuren Chou,1995
dBU55VkAAAAJ,Rajesh Piplani,1994
tmVOLIcAAAAJ,Jiadong Zhou,1992
QqpOe0MAAAAJ,Zhuangchai Lai (赖壮钗),1985
B-9_EJUAAAAJ,Pedro Ludwig Hernandez Martinez,1982
lbhKeR8AAAAJ,Tegoeh Tjahjowidodo,1978
1yeETc4AAAAJ,Yiik Diew WONG,1971
1WY1xDwAAAAJ,Marek Mutwil,1963
co5MGPkAAAAJ,Rui Tan,1955
P5epW8oAAAAJ,Junlin Hu,1954
8PJ15XQAAAAJ,Judith Hubbard,1953
hN10RBAAAAAJ,KK Luke,1952
2aCa9VkAAAAJ,Zhong Qize,1952
TTTwcqIAAAAJ,Sunil C Joshi (PhD),1943
Sfk4S_cAAAAJ,Peter Seow,1942
dHuWgR8AAAAJ,Sara Sandin,1934
rO5lKUsAAAAJ,Siu Ling (Christine) Wong,1929
dExn_MgAAAAJ,Xuan Wu,1902
FIl2atUAAAAJ,Arundithi Ananthanarayanan,1875
vZbo3TMAAAAJ,Geoffrey Benjamin,1872
m0dqzkQAAAAJ,Rohit Bhatnagar,1872
9jRN1vUAAAAJ,Joyce S. Pang,1870
1XmTrqsAAAAJ,Marco Battiato,1866
eIgXQKUAAAAJ,CHIRN CHYE BOON,1862
jtMd1pYAAAAJ,Rainer Dumke,1859
kpK-FFwAAAAJ,Pinaki Sengupta,1851
kt3b13IAAAAJ,K Radhakrishnan,1844
FQ_NMKwAAAAJ,Wong ASW,1842
aAU0UrIAAAAJ,Wang Yanlong,1839
-BSWa5UAAAAJ,Chenyang Li,1826
kNnE-AwAAAAJ,Xiu-Zhi Tang,1826
7i4EbtwAAAAJ,Yiyu Cai,1824
sfbCu6MAAAAJ,Thomas Rockstuhl,1823
GEdKTZsAAAAJ,Yasunori Saheki,1821
FudzuT4AAAAJ,Xin Chang (常鑫),1819
hR249csAAAAJ,Shafiq Joty,1815
vgSSjxYAAAAJ,Jin Zhao,1814
WcuJw4UAAAAJ,Adam D Switzer,1810
18s6hU0AAAAJ,Mahasin Alam SK,1792
t3x3tV8AAAAJ,"Tram Dang, Ph.D",1791
O3cHlmcAAAAJ,Sumod Pullarkat,1790
9gO29eUAAAAJ,Domenico CAMPOLO,1785
z8u_iuwAAAAJ,Sellakkutti Rajendran,1777
1-9h7nYAAAAJ,Quek Choon lang,1765
Q9AV25UAAAAJ,Zhenjiang Li,1761
LEszhJ4AAAAJ,Yufeng Zhou,1755
30_uUpoAAAAJ,Elison Lim Ai Ching,1753
gmkYHH0AAAAJ,Yifan Yang,1746
u7OeKEwAAAAJ,Jason Tan,1745
B_ouhTgAAAAJ,Arvind Easwaran,1741
W1CwgJkAAAAJ,Chee Seng Toh,1738
nr86m98AAAAJ,Yap Kim Hui,1736
gOjVb8QAAAAJ,Lyu Yan,1736
tGGOWKwAAAAJ,"Chung Yen, Ang",1726
zw9X2gEAAAAJ,Lei Lu,1705
VVX3F-MAAAAJ,Hee Beng Kuan Tan,1702
Prdl310AAAAJ,Ruey-Kuang Cheng,1698
HT5OAbIAAAAJ,Hong LIU (刘宏),1694
BjtcPTAAAAAJ,Nicola Wittekindt,1682
MwGzfvQAAAAJ,Xipeng Tan (谭喜鹏),1674
DmHN_F8AAAAJ,Xiao Lin (林晓),1665
Ton5pYMAAAAJ,Arindam Basu,1662
5nF0eQYAAAAJ,Mahardhika Pratama,1660
5cAYksMAAAAJ,Marilyn A. Uy,1657
Ws63_04AAAAJ,Peter Darmawan,1643
JaQ2gFEAAAAJ,Wei Ma,1640
5DorpYoAAAAJ,Chong Seow Khoon Mark,1639
YxV91ScAAAAJ,HUAN YANG,1636
CC64A7cAAAAJ,Gwang-Hyeon Nam,1635
_1lmzJ4AAAAJ,Felipe Garcia,1634
7gs9V6gAAAAJ,Sri Hapsari Budisulistiorini,1633
1PfGhbsAAAAJ,Miao Yansong,1632
2b9eFa0AAAAJ,Guanjia Zhao,1631
6Y4uDaoAAAAJ,Seng Chee Tan,1624
xaUJEWAAAAAJ,Kedar Hippalgaonkar,1623
OwicjbAAAAAJ,Shunzhi Qian,1623
V8rA6HcAAAAJ,Yuan Yuan,1619
S8g8XGUAAAAJ,Ming Xie,1615
URvkQ0cAAAAJ,Suchand Sandeep CS,1613
rNwwV0kAAAAJ,Krister Jarbrink,1613
rX1Uoe8AAAAJ,ZHENG LYU,1611
RRPbvkEAAAAJ,Wong Sze-Sze,1607
CIvWDEgAAAAJ,Desheng Wang,1571
xZ4K8EYAAAAJ,Terry WJ Steele,1568
vPrA2cMAAAAJ,Diing Shenp ANG,1566
dvo-5UAAAAAJ,berinderjeet kaur,1564
puY3OIEAAAAJ,Younhee Kim,1563
VmfyQw0AAAAJ,SH Yeo,1556
vQLdUP0AAAAJ,Linbo Liu,1542
2QoxXD4AAAAJ,Lin Qiu,1539
st18gp8AAAAJ,Sei-Ching Joanna Sin,1534
_1E2u9YAAAAJ,Anamitra Makur,1530
58K23RYAAAAJ,Songbai Zhang,1523
-3lD8SYAAAAJ,XH Liu,1512
-T092EQAAAAJ,Tang Yujia,1509
