id,name,affiliation,sampled_type,pubs_count,est_cits,journal_pubs_count,conference_pubs_count,nontech_pubs_count,journal_est_cits,conference_est_cits,nontech_est_cits,org_h_index,tech_h_index
2521883497,Mark Van Houdenhoven,Radboud University Nijmegen,europe_randoms,1,0,0,0,0,0,0,0,0,0
2657458560,Joelle M Fliers,University of Amsterdam,europe_randoms,1,14,1,0,0,14,0,0,1,1
2430585668,K. C. Lin,Technische Universität München,europe_randoms,1,5,1,0,0,5,0,0,1,1
2750592660,Jonathan Gräser,Karlsruhe Institute of Technology,europe_randoms,1,2,0,1,0,0,2,0,1,1
2692702051,W.D. Rosamond,University of Oxford,europe_randoms,1,174,1,0,0,174,0,0,1,1
2140536187,M. Lim,University of Tübingen,europe_randoms,2,3,2,0,0,3,0,0,1,1
2701186983,G. A. Gehring,University of Sheffield,europe_randoms,1,0,0,0,0,0,0,0,0,0
2521821094,L. Feighery,"Trinity College, Dublin",europe_randoms,1,23,1,0,0,23,0,0,1,1
2649727614,J. A. Greenwood,University of Cambridge,europe_randoms,1,1,0,0,0,0,0,0,1,1
2608093190,Jacqueline Tapon-Bretaudière,University of Paris,europe_randoms,4,311,4,0,0,311,0,0,3,3
2884548206,L. Pape,Moscow State University,europe_randoms,1,121,0,0,0,0,0,0,0,0
2992928458,A.T. Clausen,Technical University of Denmark,europe_randoms,38,573,15,19,0,514,59,0,10,10
2110260014,Matthew S. Huber,University of Vienna,europe_randoms,10,42,7,0,0,41,0,0,4,4
2673021020,G. Winkler,Dresden University of Technology,europe_randoms,2,21,0,0,0,0,0,0,2,2
2505361245,Robert H. Mol,Utrecht University,europe_randoms,1,53,1,0,0,53,0,0,1,1
2463934768,L. Ashworth,Newcastle University,europe_randoms,3,279,3,0,0,279,0,0,3,3
2633366040,A. McMahon,University of Bath,europe_randoms,1,19,1,0,0,19,0,0,1,1
2132342698,Neville A. Stanton,University of Southampton,europe_randoms,836,20487,369,30,1,15452,310,2,76,76
2122800124,Sarah Castle,King's College London,europe_randoms,1,1,1,0,0,1,0,0,1,1
2496833869,Raj Nievelstein,Utrecht University,europe_randoms,1,0,1,0,0,0,0,0,0,0
2551727182,Oleksii Oleksenko,Dresden University of Technology,europe_randoms,13,172,0,7,0,0,129,0,6,6
2090029582,L. Schmiedel,Dresden University of Technology,europe_randoms,3,3,3,0,0,3,0,0,1,1
2632972590,Franz Heppt,Technische Universität München,europe_randoms,1,30,1,0,0,30,0,0,1,1
2997903725,Anthony Chun Shek,King's College London,europe_randoms,1,0,1,0,0,0,0,0,0,0
2107764407,Emmi Suhonen,Aalto University,europe_randoms,4,104,0,2,0,0,95,0,3,3
1990652857,A. Burrage,University of Liverpool,europe_randoms,42,3675,39,0,0,3674,0,0,22,22
2966010180,N. Rao,University of Cambridge,europe_randoms,2,0,2,0,0,0,0,0,0,0
