nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide,rank,name_for_searching_gs,org_id
294587,/universities/university-bristol,University of Bristol,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small_8.jpg"" alt=""University of Bristol Logo"">",69,74.5,49,United Kingdom,Europe,6,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",49,University+of+Bristol,-1
294502,/universities/delft-university-technology,Delft University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg"" alt=""Delft University of Technology Logo"">",155,74.2,50,Netherlands,Europe,,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>",50,Delft+University+of+Technology,-1
397503,/universities/universite-psl,Université PSL,"<img src=""https://www.topuniversities.com/sites/default/files/universit-psl_592560e69988f300e2321dfe_small.jpg"" alt=""Université PSL Logo"">",27067,73.4,53,France,Europe,,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>",53,Université+PSL,-1
297262,/universities/technical-university-munich,Technical University of Munich,"<img src=""https://www.topuniversities.com/sites/default/files/technical-university-of-munich_599_small.jpg"" alt=""Technical University of Munich Logo"">",599,72.3,55,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",55,Technical+University+of+Munich,-1
294480,/universities/ecole-polytechnique,Ecole Polytechnique,"<img src=""https://www.topuniversities.com/sites/default/files/ecole-polytechnique_178_small_4.jpg"" alt=""Ecole Polytechnique Logo"">",178,70.5,60,France,Europe,,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>",60,Ecole+Polytechnique,-1
297197,/universities/university-warwick,The University of Warwick,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small_1.jpg"" alt=""The University of Warwick Logo"">",664,70.4,62,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",62,University+of+Warwick,-1
294840,/universities/ludwig-maximilians-universitat-munchen,Ludwig-Maximilians-Universität München,"<img src=""https://www.topuniversities.com/sites/default/files/ludwig-maximilians-universitt-mnchen_420_small_0.jpg"" alt=""Ludwig-Maximilians-Universität München Logo"">",420,69.6,63,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",63,Ludwig-Maximilians-Universität+München,-1
297816,/universities/university-amsterdam,University of Amsterdam,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small_11.jpg"" alt=""University of Amsterdam Logo"">",18,69,64,Netherlands,Europe,,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>",64,University+of+Amsterdam,-1
294265,/universities/ruprecht-karls-universitat-heidelberg,Ruprecht-Karls-Universität Heidelberg,"<img src=""https://www.topuniversities.com/sites/default/files/ruprecht-karls-universitaet-heidelberg_259_small.jpg"" alt=""Ruprecht-Karls-Universität Heidelberg Logo"">",259,68.4,66,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",66,Ruprecht-Karls-Universität+Heidelberg,-1
294322,/universities/university-glasgow,University of Glasgow,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-glasgow_231_small.jpg"" alt=""University of Glasgow Logo"">",231,68.2,67,United Kingdom,Europe,6,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",67,University+of+Glasgow,-1
297126,/universities/university-zurich,University of Zurich,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg"" alt=""University of Zurich Logo"">",693,65.8,76,Switzerland,Europe,,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>",76,University+of+Zurich,-1
396462,/universities/sorbonne-university,Sorbonne University,"<img src=""https://www.topuniversities.com/sites/default/files/sorbonne-university_5a6afcfecb4de709397114fe_small_0.jpg"" alt=""Sorbonne University Logo"">",34362,64.9,77,France,Europe,,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>",77,Sorbonne+University,-1
297471,/universities/university-sheffield,The University of Sheffield,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-sheffield_558_small.jpg"" alt=""The University of Sheffield Logo"">",558,64.2,78,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",78,University+of+Sheffield,-1
294488,/universities/durham-university,Durham University,"<img src=""https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg"" alt=""Durham University Logo"">",170,64.2,78,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",78,Durham+University,-1
294551,/universities/ku-leuven,KU Leuven,"<img src=""https://www.topuniversities.com/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_small_1.jpg"" alt=""KU Leuven Logo"">",105,64.1,80,Belgium,Europe,,"<a href=""/where-to-study/europe/belgium/guide"" class=""guide-link"" target=""_blank"">Belgium</a>",80,KU+Leuven,-1
294597,/universities/university-birmingham,University of Birmingham,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small_0.jpg"" alt=""University of Birmingham Logo"">",59,64,81,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",81,University+of+Birmingham,-1
294516,/universities/university-copenhagen,University of Copenhagen,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg"" alt=""University of Copenhagen Logo"">",141,63.8,81,Denmark,Europe,,"<a href=""/where-to-study/europe/denmark/guide"" class=""guide-link"" target=""_blank"">Denmark</a>",81,University+of+Copenhagen,-1
294842,/universities/lomonosov-moscow-state-university,Lomonosov Moscow State University,"<img src=""https://www.topuniversities.com/sites/default/files/lomonosov-moscow-state-university-_592560cf2aeae70239af4c27_small_0.jpg"" alt=""Lomonosov Moscow State University Logo"">",418,63.2,84,Russia,Europe,,"<a href=""/where-to-study/europe/russia/guide"" class=""guide-link"" target=""_blank"">Russia</a>",84,Lomonosov+Moscow+State+University,-1
293996,/universities/lund-university,Lund University,"<img src=""https://www.topuniversities.com/sites/default/files/lund-university_371_small_3.jpg"" alt=""Lund University Logo"">",371,61.8,92,Sweden,Europe,,"<a href=""/where-to-study/europe/sweden/guide"" class=""guide-link"" target=""_blank"">Sweden</a>",92,Lund+University,-1
294081,/universities/university-leeds,University of Leeds,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-leeds_338_small.jpg"" alt=""University of Leeds Logo"">",338,61.7,93,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",93,University+of+Leeds,-1
294758,/universities/university-nottingham,University of Nottingham,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg"" alt=""University of Nottingham Logo"">",459,60.8,96,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",96,University+of+Nottingham,-1
297288,/universities/university-southampton,University of Southampton,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small_1.jpg"" alt=""University of Southampton Logo"">",567,60.6,97,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",97,University+of+Southampton,-1
297484,/universities/kth-royal-institute-technology,KTH Royal Institute of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small_3.jpg"" alt=""KTH Royal Institute of Technology Logo"">",535,60.5,98,Sweden,Europe,,"<a href=""/where-to-study/europe/sweden/guide"" class=""guide-link"" target=""_blank"">Sweden</a>",98,KTH+Royal+Institute+of+Technology,-1
297285,/universities/university-st-andrews,University of St Andrews,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_small_0.jpg"" alt=""University of St Andrews Logo"">",570,59.9,100,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",100,University+of+St+Andrews,-1
294476,/universities/eindhoven-university-technology,Eindhoven University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/eindhoven-university-of-technology_182_small.jpg"" alt=""Eindhoven University of Technology Logo"">",182,58.9,102,Netherlands,Europe,,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>",102,Eindhoven+University+of+Technology,-1
294264,/universities/university-helsinki,University of Helsinki,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-helsinki_260_small_2.jpg"" alt=""University of Helsinki Logo"">",260,58.4,107,Finland,Europe,,"<a href=""/where-to-study/europe/finland/guide"" class=""guide-link"" target=""_blank"">Finland</a>",107,University+of+Helsinki,-1
294491,/universities/trinity-college-dublin-university-dublin,"Trinity College Dublin, The University of Dublin","<img src=""https://www.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg"" alt=""Trinity College Dublin, The University of Dublin Logo"">",167,58.3,108,Ireland,Europe,,"<a href=""/where-to-study/europe/ireland/guide"" class=""guide-link"" target=""_blank"">Ireland</a>",108,"Trinity+College+Dublin,+The+University+of+Dublin",-1
294362,/universities/university-geneva,University of Geneva,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-geneva_221_small.jpg"" alt=""University of Geneva Logo"">",221,58.1,110,Switzerland,Europe,,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>",110,University+of+Geneva,-1
297264,/universities/technical-university-denmark,Technical University of Denmark,"<img src=""https://www.topuniversities.com/sites/default/files/technical-university-of-denmark_592560cf2aeae70239af4cd8_small_6.jpg"" alt=""Technical University of Denmark Logo"">",597,57.4,112,Denmark,Europe,,"<a href=""/where-to-study/europe/denmark/guide"" class=""guide-link"" target=""_blank"">Denmark</a>",112,Technical+University+of+Denmark,-1
294293,/universities/university-groningen,University of Groningen,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-groningen_243_small_0.jpg"" alt=""University of Groningen Logo"">",243,56.1,114,Netherlands,Europe,,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>",114,University+of+Groningen,-1
297218,/universities/uppsala-university,Uppsala University,"<img src=""https://www.topuniversities.com/sites/default/files/uppsala-university_643_small.jpg"" alt=""Uppsala University Logo"">",643,55.5,116,Sweden,Europe,,"<a href=""/where-to-study/europe/sweden/guide"" class=""guide-link"" target=""_blank"">Sweden</a>",116,Uppsala+University,-1
294071,/universities/leiden-university,Leiden University,"<img src=""https://www.topuniversities.com/sites/default/files/leiden-university_340_small_7.jpg"" alt=""Leiden University Logo"">",340,55.4,118,Netherlands,Europe,,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>",118,Leiden+University,-1
297620,/universities/university-oslo,University of Oslo,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-oslo_473_small.jpg"" alt=""University of Oslo Logo"">",473,54.7,119,Norway,Europe,,"<a href=""/where-to-study/europe/norway/guide"" class=""guide-link"" target=""_blank"">Norway</a>",119,University+of+Oslo,-1
294252,/universities/humboldt-universitat-zu-berlin,Humboldt-Universität zu Berlin,"<img src=""https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg"" alt=""Humboldt-Universität zu Berlin Logo"">",272,54.5,120,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",120,Humboldt-Universität+zu+Berlin,-1
297215,/universities/utrecht-university,Utrecht University,"<img src=""https://www.topuniversities.com/sites/default/files/utrecht-university_646_small_0.jpg"" alt=""Utrecht University Logo"">",646,54.5,120,Netherlands,Europe,,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>",120,Utrecht+University,-1
294601,/universities/university-bern,University of Bern,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-bern_55_small_0.jpg"" alt=""University of Bern Logo"">",55,54.3,123,Switzerland,Europe,,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>",123,University+of+Bern,-1
294164,/universities/kit-karlsruhe-institute-technology,"KIT, Karlsruhe Institute of Technology","<img src=""https://www.topuniversities.com/sites/default/files/kit-karlsruhe-institute-of-technology_310_small_0.jpg"" alt=""KIT, Karlsruhe Institute of Technology Logo"">",310,54.2,124,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",124,"KIT,+Karlsruhe+Institute+of+Technology",-1
294540,/universities/chalmers-university-technology,Chalmers University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/chalmers-university-of-technology_592560cf2aeae70239af4af7_small_6.jpg"" alt=""Chalmers University of Technology Logo"">",116,54.0,125,Sweden,Europe,,"<a href=""/where-to-study/europe/sweden/guide"" class=""guide-link"" target=""_blank"">Sweden</a>",125,Chalmers+University+of+Technology,-1
297202,/universities/wageningen-university-research,Wageningen University & Research,"<img src=""https://www.topuniversities.com/sites/default/files/wageningen-university_659_small_0.jpg"" alt=""Wageningen University & Research Logo"">",659,54,125,Netherlands,Europe,,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>",125,Wageningen+University+&+Research,-1
294022,/universities/queen-mary-university-london,Queen Mary University of London,"<img src=""https://www.topuniversities.com/sites/default/files/queen-mary-university-of-london_359_small.jpg"" alt=""Queen Mary University of London Logo"">",359,53.9,126,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",126,Queen+Mary+University+of+London,-1
294090,/universities/lancaster-university,Lancaster University,"<img src=""https://www.topuniversities.com/sites/default/files/lancaster-university_335_small.jpg"" alt=""Lancaster University Logo"">",335,53.2,128,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",128,Lancaster+University,-1
294382,/universities/freie-universitaet-berlin,Freie Universitaet Berlin,"<img src=""https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg"" alt=""Freie Universitaet Berlin Logo"">",215,53,130,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",130,Freie+Universitaet+Berlin,-1
294329,/universities/ghent-university,Ghent University,"<img src=""https://www.topuniversities.com/sites/default/files/ghent-university_228_small.jpg"" alt=""Ghent University Logo"">",228,53,130,Belgium,Europe,,"<a href=""/where-to-study/europe/belgium/guide"" class=""guide-link"" target=""_blank"">Belgium</a>",130,Ghent+University,-1
294263,/universities/aalto-university,Aalto University,"<img src=""https://www.topuniversities.com/sites/default/files/aalto-university_261_small.jpg"" alt=""Aalto University Logo"">",261,52.4,134,Finland,Europe,,"<a href=""/where-to-study/europe/finland/guide"" class=""guide-link"" target=""_blank"">Finland</a>",134,Aalto+University,-1
294649,/universities/rwth-aachen-university,RWTH Aachen University,"<img src=""https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small_0.jpg"" alt=""RWTH Aachen University Logo"">",4,51.9,138,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",138,RWTH+Aachen+University,-1
294485,/universities/centralesupelec,CentraleSupélec,"<img src=""https://www.topuniversities.com/sites/default/files/centralesuplec_173_small.jpg"" alt=""CentraleSupélec Logo"">",173,51.4,139,France,Europe,,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>",139,CentraleSupélec,-1
294648,/universities/aarhus-university,Aarhus University,"<img src=""https://www.topuniversities.com/sites/default/files/aarhus-university_6_small_1.jpeg"" alt=""Aarhus University Logo"">",6,51,145,Denmark,Europe,,"<a href=""/where-to-study/europe/denmark/guide"" class=""guide-link"" target=""_blank"">Denmark</a>",145,Aarhus+University,-1
294781,/universities/newcastle-university,Newcastle University,"<img src=""https://www.topuniversities.com/sites/default/files/newcastle-university_592560cf2aeae70239af4c45_small_0.jpg"" alt=""Newcastle University Logo"">",450,50.9,146,United Kingdom,Europe,6,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",146,Newcastle+University,-1
297266,/universities/technische-universitat-berlin-tu-berlin,Technische Universität Berlin (TU Berlin),"<img src=""https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small_0.jpg"" alt=""Technische Universität Berlin (TU Berlin) Logo"">",595,50.6,147,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",147,Technische+Universität+Berlin,-1
297128,/universities/university-york,University of York,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-york_689_small_0.jpg"" alt=""University of York Logo"">",689,50.5,148,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",148,University+of+York,-1
294853,/universities/politecnico-di-milano,Politecnico di Milano,"<img src=""https://www.topuniversities.com/sites/default/files/politecnico-di-milano_592560cf2aeae70239af4c1c_small_1.jpg"" alt=""Politecnico di Milano Logo"">",407,50.4,149,Italy,Europe,,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>",149,Politecnico+di+Milano,-1
294610,/universities/university-basel,University of Basel,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg"" alt=""University of Basel Logo"">",46,50,151,Switzerland,Europe,,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>",151,University+of+Basel,-1
294085,/universities/university-lausanne,University of Lausanne,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-lausanne_592560cf2aeae70239af4bd3_small.jpg"" alt=""University of Lausanne Logo"">",336,49.2,153,Switzerland,Europe,,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>",153,University+of+Lausanne,-1
294557,/universities/cardiff-university,Cardiff University,"<img src=""https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg"" alt=""Cardiff University Logo"">",99,49,154,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",154,Cardiff+University,-1
297209,/universities/university-vienna,University of Vienna,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-vienna_652_small.jpg"" alt=""University of Vienna Logo"">",652,49,154,Austria,Europe,,"<a href=""/where-to-study/europe/austria/guide"" class=""guide-link"" target=""_blank"">Austria</a>",154,University+of+Vienna,-1
294483,/universities/ecole-normale-superieure-de-lyon,École Normale Supérieure de Lyon,"<img src=""https://www.topuniversities.com/sites/default/files/cole-normale-suprieure-de-lyon_175_small.jpg"" alt=""École Normale Supérieure de Lyon Logo"">",175,48.3,160,France,Europe,,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>",160,École+Normale+Supérieure+de+Lyon,-1
294603,/universities/university-bergen,University of Bergen,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg"" alt=""University of Bergen Logo"">",53,48.1,163,Norway,Europe,,"<a href=""/where-to-study/europe/norway/guide"" class=""guide-link"" target=""_blank"">Norway</a>",163,University+of+Bergen,-1
294427,/universities/university-exeter,The University of Exeter,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-exeter_204_small_1.jpg"" alt=""The University of Exeter Logo"">",204,48.1,163,United Kingdom,Europe,5,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",163,University+of+Exeter,-1
294613,/universities/universitat-de-barcelona,Universitat de Barcelona,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small_2.jpg"" alt=""Universitat de Barcelona Logo"">",43,47.9,165,Spain,Europe,,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>",165,Universitat+de+Barcelona,-1
294550,/universities/universite-catholique-de-louvain-uclouvain,Université catholique de Louvain (UCLouvain),"<img src=""https://www.topuniversities.com/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_small.jpg"" alt=""Université catholique de Louvain (UCLouvain) Logo"">",106,47.7,167,Belgium,Europe,,"<a href=""/where-to-study/europe/belgium/guide"" class=""guide-link"" target=""_blank"">Belgium</a>",167,Université+catholique+de+Louvain,-1
297232,/universities/eberhard-karls-universitat-tubingen,Eberhard Karls Universität Tübingen,"<img src=""https://www.topuniversities.com/sites/default/files/eberhard-karls-universitt-tbingen_629_small.jpg"" alt=""Eberhard Karls Universität Tübingen Logo"">",629,47.3,169,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",169,Eberhard+Karls+Universität+Tübingen,-1
294376,/universities/albert-ludwigs-universitaet-freiburg,Albert-Ludwigs-Universitaet Freiburg,"<img src=""https://www.topuniversities.com/sites/default/files/albert-ludwigs-universitaet-freiburg_216_small.jpg"" alt=""Albert-Ludwigs-Universitaet Freiburg Logo"">",216,47.3,169,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>",169,Albert-Ludwigs-Universitaet+Freiburg,-1
294609,/universities/university-bath,University of Bath,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-bath_47_small_1.jpg"" alt=""University of Bath Logo"">",47,47,172,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",172,University+of+Bath,-1
297461,/universities/queens-university-belfast,Queen's University Belfast,"<img src=""https://www.topuniversities.com/sites/default/files/queens-university-belfast_592560cf2aeae70239af4c86_small_7.jpg"" alt=""Queen's University Belfast Logo"">",514,46.8,173,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>",173,Queen's+University+Belfast,-1
297078,/universities/santanna-scuola-universitaria-superiore-pisa,Sant'Anna - Scuola Universitaria Superiore Pisa,"<img src=""https://www.topuniversities.com/sites/default/files/santanna-scuola-universitaria-superiore-pisa_592560cf2aeae70239af4d74_small.jpg"" alt=""Sant'Anna - Scuola Universitaria Superiore Pisa Logo"">",751,46.6,177,Italy,Europe,,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>",177,Sant'Anna+-+Scuola+Universitaria+Superiore+Pisa,-1
294595,/universities/alma-mater-studiorum-university-bologna,Alma Mater Studiorum - University of Bologna,"<img src=""https://www.topuniversities.com/sites/default/files/alma-mater-studiorum-university-of-bologna_592560cf2aeae70239af4ac0_small_4.jpg"" alt=""Alma Mater Studiorum - University of Bologna Logo"">",61,46.6,177,Italy,Europe,,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>",177,Alma+Mater+Studiorum+-+University+of+Bologna,-1
