nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide,rank,name_for_searching_gs,org_id
297286,/universities/university-southern-california,University of Southern California,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-southern-california_569_small.jpg"" alt=""University of Southern California Logo"">",569,53.1,129,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",129,University+of+Southern+California,-1
294565,/universities/university-california-santa-barbara-ucsb,"University of California, Santa Barbara (UCSB)","<img src=""https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg"" alt=""University of California, Santa Barbara (UCSB) Logo"">",91,52.3,135,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",135,"University+of+California,+Santa+Barbara",-1
294867,/universities/university-maryland-college-park,"University of Maryland, College Park","<img src=""https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg"" alt=""University of Maryland, College Park Logo"">",393,52.1,136,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",136,"University+of+Maryland,+College+Park",-1
294843,/universities/universite-de-montreal,Université de Montréal,"<img src=""https://www.topuniversities.com/sites/default/files/universit-de-montral_417_small_1.jpg"" alt=""Université de Montréal Logo"">",417,52,137,Canada,North America,,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>",137,Université+de+Montréal,-1
294863,/universities/mcmaster-university,McMaster University,"<img src=""https://www.topuniversities.com/sites/default/files/mcmaster-university_397_small.jpg"" alt=""McMaster University Logo"">",397,51.2,140,Canada,North America,6,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>",140,McMaster+University,-1
297561,/universities/university-pittsburgh,University of Pittsburgh,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-pittsburgh_500_small.jpg"" alt=""University of Pittsburgh Logo"">",500,51.2,140,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",140,University+of+Pittsburgh,-1
294858,/universities/michigan-state-university,Michigan State University,"<img src=""https://www.topuniversities.com/sites/default/files/michigan-state-university_402_small.jpg"" alt=""Michigan State University Logo"">",402,51.1,144,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",144,Michigan+State+University,-1
294852,/universities/university-minnesota,University of Minnesota,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg"" alt=""University of Minnesota Logo"">",408,48.6,156,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",156,University+of+Minnesota,-1
294471,/universities/emory-university,Emory University,"<img src=""https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg"" alt=""Emory University Logo"">",185,48.6,156,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",156,Emory+University,-1
294554,/universities/case-western-reserve-university,Case Western Reserve University,"<img src=""https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg"" alt=""Case Western Reserve University Logo"">",102,47.8,167,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",167,Case+Western+Reserve+University,-1
294394,/universities/university-florida,University of Florida,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-florida_212_small.jpg"" alt=""University of Florida Logo"">",212,47.7,167,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",167,University+of+Florida,-1
297494,/universities/university-rochester,University of Rochester,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg"" alt=""University of Rochester Logo"">",530,47.3,170,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",170,University+of+Rochester,-1
297191,/universities/university-waterloo,University of Waterloo,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-waterloo_670_small_1.jpg"" alt=""University of Waterloo Logo"">",670,46.8,173,Canada,North America,,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>",173,University+of+Waterloo,-1
297256,/universities/texas-am-university,Texas A&M University,"<img src=""https://www.topuniversities.com/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_small.jpg"" alt=""Texas A&M University Logo"">",605,45,189,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",189,Texas+A&M+University,-1
297205,/universities/university-virginia,University of Virginia,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg"" alt=""University of Virginia Logo"">",656,44.1,198,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",198,University+of+Virginia,-1
297212,/universities/vanderbilt-university,Vanderbilt University,"<img src=""https://www.topuniversities.com/sites/default/files/vanderbilt-university_649_small.jpg"" alt=""Vanderbilt University Logo"">",649,44,200,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",200,Vanderbilt+University,-1
294520,/universities/university-colorado-boulder,University of Colorado Boulder,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-colorado-boulder_137_small.jpg"" alt=""University of Colorado Boulder Logo"">",137,43.2,206,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",206,University+of+Colorado+Boulder,-1
294505,/universities/dartmouth-college,Dartmouth College,"<img src=""https://www.topuniversities.com/sites/default/files/dartmouth-college_152_small.jpg"" alt=""Dartmouth College Logo"">",152,43.1,207,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",207,Dartmouth+College,-1
294761,/universities/university-notre-dame,University of Notre Dame,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-notre-dame_458_small.jpg"" alt=""University of Notre Dame Logo"">",458,42.9,210,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",210,University+of+Notre+Dame,-1
297187,/universities/western-university,Western University,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-western-ontario_674_small.jpg"" alt=""Western University Logo"">",674,42.8,211,Canada,North America,5,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>",211,Western+University,-1
294631,/universities/arizona-state-university,Arizona State University,"<img src=""https://www.topuniversities.com/sites/default/files/arizona-state-university_25_small.jpg"" alt=""Arizona State University Logo"">",25,42,215,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>",215,Arizona+State+University,-1
