nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide,rank,name_for_searching_gs,org_id
294527,/universities/city-university-hong-kong,City University of Hong Kong,"<img src=""https://www.topuniversities.com/sites/default/files/city-university-of-hong-kong_592560cf2aeae70239af4b05_small.jpg"" alt=""City University of Hong Kong Logo"">",130,73.6,52,Hong Kong SAR,Asia,,"<a href=""/where-to-study/asia/hong-kong/guide"" class=""guide-link"" target=""_blank"">Hong Kong SAR</a>",52,City+University+of+Hong+Kong,-1
297123,/universities/zhejiang-university,Zhejiang University,"<img src=""https://www.topuniversities.com/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg"" alt=""Zhejiang University Logo"">",692,72.4,54,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",54,Zhejiang+University,-1
297248,/universities/tokyo-institute-technology-tokyo-tech,Tokyo Institute of Technology (Tokyo Tech),"<img src=""https://www.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small_10.jpg"" alt=""Tokyo Institute of Technology (Tokyo Tech) Logo"">",613,70.9,58,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",58,Tokyo+Institute+of+Technology,-1
297378,/universities/shanghai-jiao-tong-university,Shanghai Jiao Tong University,"<img src=""https://www.topuniversities.com/sites/default/files/shanghai-jiao-tong-university_556_small.jpg"" alt=""Shanghai Jiao Tong University Logo"">",556,70.5,60,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",60,Shanghai+Jiao+Tong+University,-1
294804,/universities/national-taiwan-university-ntu,National Taiwan University (NTU),"<img src=""https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_441_small.jpg"" alt=""National Taiwan University (NTU) Logo"">",441,67.3,69,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",69,National+Taiwan+University,-1
294877,/universities/universiti-malaya-um,Universiti Malaya (UM),"<img src=""https://www.topuniversities.com/sites/default/files/universiti-malaya-um_383_small.jpg"" alt=""Universiti Malaya (UM) Logo"">",383,67.1,70,Malaysia,Asia,5,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>",70,Universiti+Malaya,-1
297628,/universities/osaka-university,Osaka University,"<img src=""https://www.topuniversities.com/sites/default/files/osaka-university_472_small.jpg"" alt=""Osaka University Logo"">",472,66.5,71,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",71,Osaka+University,-1
297250,/universities/tohoku-university,Tohoku University,"<img src=""https://www.topuniversities.com/sites/default/files/tohoku-university_611_small_0.jpg"" alt=""Tohoku University Logo"">",611,63.7,82,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",82,Tohoku+University,-1
294121,/universities/korea-university,Korea University,"<img src=""https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg"" alt=""Korea University Logo"">",325,63.4,83,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",83,Korea+University,-1
297501,/universities/pohang-university-science-technology-postech,Pohang University of Science And Technology (POSTECH),"<img src=""https://www.topuniversities.com/sites/default/files/pohang-university-of-science-and-technology-postech_592560cf2aeae70239af4c7b_small.jpg"" alt=""Pohang University of Science And Technology (POSTECH) Logo"">",502,62.6,87,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",87,Pohang+University+of+Science+And+Technology,-1
294534,/universities/university-science-technology-china,University of Science and Technology of China,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_small.jpg"" alt=""University of Science and Technology of China Logo"">",122,62.3,89,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",89,University+of+Science+and+Technology+of+China,-1
294257,/universities/hong-kong-polytechnic-university,The Hong Kong Polytechnic University,"<img src=""https://www.topuniversities.com/sites/default/files/the-hong-kong-polytechnic-university_267_small_10.jpg"" alt=""The Hong Kong Polytechnic University Logo"">",267,61.9,91,Hong Kong SAR,Asia,,"<a href=""/where-to-study/asia/hong-kong/guide"" class=""guide-link"" target=""_blank"">Hong Kong SAR</a>",91,Hong+Kong+Polytechnic+University,-1
297467,/universities/sungkyunkwan-university-skku,Sungkyunkwan University (SKKU),"<img src=""https://www.topuniversities.com/sites/default/files/sungkyunkwan-university-skku_582_small.jpg"" alt=""Sungkyunkwan University (SKKU) Logo"">",582,61,95,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",95,Sungkyunkwan+University,-1
297129,/universities/yonsei-university,Yonsei University,"<img src=""https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg"" alt=""Yonsei University Logo"">",688,58.7,104,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",104,Yonsei+University,-1
294832,/universities/nagoya-university,Nagoya University,"<img src=""https://www.topuniversities.com/sites/default/files/nagoya-university_427_small.jpg"" alt=""Nagoya University Logo"">",427,55.8,115,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",115,Nagoya+University,-1
294826,/universities/nanjing-university,Nanjing University,"<img src=""https://www.topuniversities.com/sites/default/files/nanjing-university_430_small.jpg"" alt=""Nanjing University Logo"">",430,54.5,120,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",120,Nanjing+University,-1
294258,/universities/hokkaido-university,Hokkaido University,"<img src=""https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg"" alt=""Hokkaido University Logo"">",266,52.9,132,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",132,Hokkaido+University,-1
294103,/universities/kyushu-university,Kyushu University,"<img src=""https://www.topuniversities.com/sites/default/files/kyushu-university_331_small.jpg"" alt=""Kyushu University Logo"">",331,52.9,132,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",132,Kyushu+University,-1
294273,/universities/hanyang-university,Hanyang University,"<img src=""https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg"" alt=""Hanyang University Logo"">",250,50.3,150,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",150,Hanyang+University,-1
294243,/universities/indian-institute-technology-bombay-iitb,Indian Institute of Technology Bombay (IITB),"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-bombay-iitb_281_small.jpg"" alt=""Indian Institute of Technology Bombay (IITB) Logo"">",281,49.4,152,India,Asia,,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>",152,Indian+Institute+of+Technology+Bombay,-1
294875,/universities/universiti-putra-malaysia-upm,Universiti Putra Malaysia (UPM),"<img src=""https://www.topuniversities.com/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg"" alt=""Universiti Putra Malaysia (UPM) Logo"">",385,48.4,159,Malaysia,Asia,5,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>",159,Universiti+Putra+Malaysia,-1
294876,/universities/universiti-kebangsaan-malaysia-ukm,Universiti Kebangsaan Malaysia (UKM),"<img src=""https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small_0.jpg"" alt=""Universiti Kebangsaan Malaysia (UKM) Logo"">",384,48.3,160,Malaysia,Asia,5,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>",160,Universiti+Kebangsaan+Malaysia,-1
294267,/universities/hebrew-university-jerusalem,The Hebrew University of Jerusalem,"<img src=""https://www.topuniversities.com/sites/default/files/the-hebrew-university-of-jerusalem_256_small.jpg"" alt=""The Hebrew University of Jerusalem Logo"">",256,48.2,162,Israel,Asia,,"<a href=""/where-to-study/asia/israel/guide"" class=""guide-link"" target=""_blank"">Israel</a>",162,Hebrew+University+of+Jerusalem,-1
294874,/universities/universiti-sains-malaysia-usm,Universiti Sains Malaysia (USM),"<img src=""https://www.topuniversities.com/sites/default/files/universiti-sains-malaysia-usm_386_small.jpg"" alt=""Universiti Sains Malaysia (USM) Logo"">",386,47.9,165,Malaysia,Asia,5,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>",165,Universiti+Sains+Malaysia,-1
294800,/universities/national-tsing-hua-university,National Tsing Hua University,"<img src=""https://www.topuniversities.com/sites/default/files/national-tsing-hua-university_442_small.jpg"" alt=""National Tsing Hua University Logo"">",442,46.8,173,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",173,National+Tsing+Hua+University,-1
294242,/universities/indian-institute-technology-delhi-iitd,Indian Institute of Technology Delhi (IITD),"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-delhi-iitd_282_small.jpg"" alt=""Indian Institute of Technology Delhi (IITD) Logo"">",282,46.2,182,India,Asia,,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>",182,Indian+Institute+of+Technology+Delhi,-1
295536,/universities/indian-institute-science,Indian Institute of Science,"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small_0.jpg"" alt=""Indian Institute of Science Logo"">",22878,45.9,184,India,Asia,,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>",184,Indian+Institute+of+Science,-1
296687,/universities/king-abdulaziz-university-kau,King Abdulaziz University (KAU),"<img src=""https://www.topuniversities.com/sites/default/files/king-abdulaziz-university-kau_1172_small.jpg"" alt=""King Abdulaziz University (KAU) Logo"">",1172,45.2,186,Saudi Arabia,Asia,,"<a href=""/where-to-study/asia/saudi-arabia/guide"" class=""guide-link"" target=""_blank"">Saudi Arabia</a>",186,King+Abdulaziz+University,-1
297196,/universities/waseda-university,Waseda University,"<img src=""https://www.topuniversities.com/sites/default/files/waseda-university_592560cf2aeae70239af4d1c_small.jpg"" alt=""Waseda University Logo"">",665,44.4,196,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",196,Waseda+University,-1
294156,/universities/keio-university,Keio University,"<img src=""https://www.topuniversities.com/sites/default/files/keio-university_314_small.jpg"" alt=""Keio University Logo"">",314,44,200,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",200,Keio+University,-1
297053,/universities/king-fahd-university-petroleum-minerals,King Fahd University of Petroleum & Minerals,"<img src=""https://www.topuniversities.com/sites/default/files/king-fahd-university-of-petroleum-minerals_779_small.jpg"" alt=""King Fahd University of Petroleum & Minerals Logo"">",779,44,200,Saudi Arabia,Asia,,"<a href=""/where-to-study/asia/saudi-arabia/guide"" class=""guide-link"" target=""_blank"">Saudi Arabia</a>",200,King+Fahd+University+of+Petroleum+&+Minerals,-1
295109,/universities/al-farabi-kazakh-national-university,Al-Farabi Kazakh National University,"<img src=""https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small_6.jpg"" alt=""Al-Farabi Kazakh National University Logo"">",2146,43.1,207,Kazakhstan,Asia,,"<a href=""/where-to-study/asia/kazakhstan/guide"" class=""guide-link"" target=""_blank"">Kazakhstan</a>",207,Al-Farabi+Kazakh+National+University,-1
294873,/universities/universiti-teknologi-malaysia,Universiti Teknologi Malaysia,"<img src=""https://www.topuniversities.com/sites/default/files/universiti-teknologi-malaysia_387_small.jpg"" alt=""Universiti Teknologi Malaysia  Logo"">",387,41.4,217,Malaysia,Asia,5,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>",217,Universiti+Teknologi+Malaysia,-1
297260,/universities/tel-aviv-university,Tel Aviv University,"<img src=""https://www.topuniversities.com/sites/default/files/tel-aviv-university_592560cf2aeae70239af4cde_small.jpg"" alt=""Tel Aviv University Logo"">",601,41.3,219,Israel,Asia,,"<a href=""/where-to-study/asia/israel/guide"" class=""guide-link"" target=""_blank"">Israel</a>",219,Tel+Aviv+University,-1
294814,/universities/national-cheng-kung-university-ncku,National Cheng Kung University (NCKU),"<img src=""https://www.topuniversities.com/sites/default/files/national-cheng-kung-university-ncku_435_small.jpg"" alt=""National Cheng Kung University (NCKU) Logo"">",435,40.4,225,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",225,National+Cheng+Kung+University,-1
294810,/universities/national-chiao-tung-university,National Chiao Tung University,"<img src=""https://www.topuniversities.com/sites/default/files/national-chiao-tung-university_437_small.jpg"" alt=""National Chiao Tung University Logo"">",437,40,227,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",227,National+Chiao+Tung+University,-1
297050,/universities/american-university-beirut-aub,American University of Beirut (AUB),"<img src=""https://www.topuniversities.com/sites/default/files/american-university-of-beirut-aub_780_small.jpg"" alt=""American University of Beirut (AUB) Logo"">",780,38.7,244,Lebanon,Asia,,"<a href=""/where-to-study/asia/lebanon/guide"" class=""guide-link"" target=""_blank"">Lebanon</a>",244,American+University+of+Beirut,-1
294531,/universities/chulalongkorn-university,Chulalongkorn University,"<img src=""https://www.topuniversities.com/sites/default/files/chulalongkorn-university_592560cf2aeae70239af4b01_small.jpg"" alt=""Chulalongkorn University Logo"">",126,38.3,247,Thailand,Asia,,"<a href=""/where-to-study/asia/thailand/guide"" class=""guide-link"" target=""_blank"">Thailand</a>",247,Chulalongkorn+University,-1
294106,/universities/kyung-hee-university,Kyung Hee University,"<img src=""https://www.topuniversities.com/sites/default/files/kyung-hee-university_329_small.jpg"" alt=""Kyung Hee University Logo"">",329,38.3,247,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",247,Kyung+Hee+University,-1
297271,/universities/national-taiwan-university-science-technology-taiwan-tech,National Taiwan University of Science and Technology (Taiwan Tech),"<img src=""https://www.topuniversities.com/sites/default/files/national-taiwan-university-of-science-and-technology-taiwan-tech_590_small.jpg"" alt=""National Taiwan University of Science and Technology (Taiwan Tech) Logo"">",590,37.6,251,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",251,National+Taiwan+University+of+Science+and+Technology,-1
296996,/universities/wuhan-university,Wuhan University,"<img src=""https://www.topuniversities.com/sites/default/files/wuhan-university_889_small.jpg"" alt=""Wuhan University Logo"">",889,37.2,257,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",257,Wuhan+University,-1
297261,/universities/technion-israel-institute-technology,Technion - Israel Institute of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/technion-israel-institute-of-technology_600_small.jpg"" alt=""Technion - Israel Institute of Technology Logo"">",600,37.2,257,Israel,Asia,,"<a href=""/where-to-study/asia/israel/guide"" class=""guide-link"" target=""_blank"">Israel</a>",257,Technion+-+Israel+Institute+of+Technology,-1
296813,/universities/hong-kong-baptist-university,Hong Kong Baptist University,"<img src=""https://www.topuniversities.com/sites/default/files/hong-kong-baptist-university_893_small.jpg"" alt=""Hong Kong Baptist University Logo"">",893,36.9,261,Hong Kong SAR,Asia,5,"<a href=""/where-to-study/asia/hong-kong/guide"" class=""guide-link"" target=""_blank"">Hong Kong SAR</a>",261,Hong+Kong+Baptist+University,-1
297244,/universities/tongji-university,Tongji University,"<img src=""https://www.topuniversities.com/sites/default/files/tongji-university_617_small.jpg"" alt=""Tongji University Logo"">",617,36.7,265,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",265,Tongji+University,-1
295657,/universities/khalifa-university-science-technology,Khalifa University of Science and Technology,"<img src=""https://www.topuniversities.com/sites/default/files/khalifa-university-of-science-and-technology_592560e19988f300e2320ee2_small.jpg"" alt=""Khalifa University of Science and Technology Logo"">",22873,36.5,268,United Arab Emirates,Asia,,"<a href=""/where-to-study/asia/united-arab-emirates/guide"" class=""guide-link"" target=""_blank"">United Arab Emirates</a>",268,Khalifa+University+of+Science+and+Technology,-1
297234,/universities/university-tsukuba,University of Tsukuba,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-tsukuba_627_small.jpg"" alt=""University of Tsukuba Logo"">",627,36.3,270,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",270,University+of+Tsukuba,-1
294238,/universities/indian-institute-technology-madras-iitm,Indian Institute of Technology Madras (IITM),"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-madras-iitm_286_small_0.jpg"" alt=""Indian Institute of Technology Madras (IITM) Logo"">",286,36.1,271,India,Asia,,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>",271,Indian+Institute+of+Technology+Madras,-1
293349,/universities/qatar-university,Qatar University,"<img src=""https://www.topuniversities.com/sites/default/files/qatar-university_2537_small.jpg"" alt=""Qatar University Logo"">",2537,35.8,276,Qatar,Asia,4,"<a href=""/where-to-study/asia/qatar/guide"" class=""guide-link"" target=""_blank"">Qatar</a>",276,Qatar+University,-1
297022,/universities/beijing-normal-university,Beijing Normal University,"<img src=""https://www.topuniversities.com/sites/default/files/beijing-normal-university_869_small.jpg"" alt=""Beijing Normal University  Logo"">",869,35.7,277,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",277,Beijing+Normal+University,-1
297014,/universities/harbin-institute-technology,Harbin Institute of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/harbin-institute-of-technology_877_small_0.jpg"" alt=""Harbin Institute of Technology Logo"">",877,35.7,277,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",277,Harbin+Institute+of+Technology,-1
294239,/universities/indian-institute-technology-kharagpur-iit-kgp,Indian Institute of Technology Kharagpur (IIT-KGP),"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kharagpur-iit-kgp_285_small.jpg"" alt=""Indian Institute of Technology Kharagpur (IIT-KGP) Logo"">",285,35.2,281,India,Asia,,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>",281,Indian+Institute+of+Technology+Kharagpur,-1
296684,/universities/king-saud-university,King Saud University,"<img src=""https://www.topuniversities.com/sites/default/files/king-saud-university_1175_small.jpg"" alt=""King Saud University Logo"">",1175,35.2,281,Saudi Arabia,Asia,5,"<a href=""/where-to-study/asia/saudi-arabia/guide"" class=""guide-link"" target=""_blank"">Saudi Arabia</a>",281,King+Saud+University,-1
294795,/universities/national-yang-ming-university,National Yang Ming University,"<img src=""https://www.topuniversities.com/sites/default/files/national-yang-ming-university_444_small.jpg"" alt=""National Yang Ming University Logo"">",444,34.9,287,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",287,National+Yang+Ming+University,-1
296998,/universities/sun-yat-sen-university,Sun Yat-sen University,"<img src=""https://www.topuniversities.com/sites/default/files/sun-yat-sen-university_888_small.jpg"" alt=""Sun Yat-sen University Logo"">",888,34.9,287,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",287,Sun+Yat-sen+University,-1
294240,/universities/indian-institute-technology-kanpur-iitk,Indian Institute of Technology Kanpur (IITK),"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kanpur-iitk_284_small_0.jpg"" alt=""Indian Institute of Technology Kanpur (IITK) Logo"">",284,34.8,291,India,Asia,,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>",291,Indian+Institute+of+Technology+Kanpur,-1
294233,/universities/universitas-indonesia,Universitas Indonesia,"<img src=""https://www.topuniversities.com/sites/default/files/universitas-indonesia_290_small_1.jpg"" alt=""Universitas Indonesia Logo"">",290,34.7,296,Indonesia,Asia,,"<a href=""/where-to-study/asia/indonesia/guide"" class=""guide-link"" target=""_blank"">Indonesia</a>",296,Universitas+Indonesia,-1
295818,/universities/universiti-brunei-darussalam-ubd,Universiti Brunei Darussalam (UBD),"<img src=""https://www.topuniversities.com/sites/default/files/universiti-brunei-darussalam-ubd_22212_small.jpg"" alt=""Universiti Brunei Darussalam (UBD) Logo"">",22212,34.6,298,Brunei,Asia,,,298,Universiti+Brunei+Darussalam,-1
297178,/universities/xian-jiaotong-university,Xi’an Jiaotong University,"<img src=""https://www.topuniversities.com/sites/default/files/xian-jiaotong-university_683_small.jpg"" alt=""Xi’an Jiaotong University Logo"">",683,34.1,307,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",307,Xi’an+Jiaotong+University,-1
294879,/universities/mahidol-university,Mahidol University,"<img src=""https://www.topuniversities.com/sites/default/files/mahidol-university_381_small.jpg"" alt=""Mahidol University Logo"">",381,33.4,314,Thailand,Asia,,"<a href=""/where-to-study/asia/thailand/guide"" class=""guide-link"" target=""_blank"">Thailand</a>",314,Mahidol+University,-1
294365,/universities/gadjah-mada-university,Gadjah Mada University,"<img src=""https://www.topuniversities.com/sites/default/files/gadjah-mada-university_219_small.jpg"" alt=""Gadjah Mada University Logo"">",219,33.2,320,Indonesia,Asia,,"<a href=""/where-to-study/asia/indonesia/guide"" class=""guide-link"" target=""_blank"">Indonesia</a>",320,Gadjah+Mada+University,-1
297110,/universities/gwangju-institute-science-technology-gist,Gwangju Institute of Science and Technology (GIST),"<img src=""https://www.topuniversities.com/sites/default/files/gwangju-institute-of-science-and-technology-gist_718_small.jpg"" alt=""Gwangju Institute of Science and Technology (GIST) Logo"">",718,33.1,322,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",322,Gwangju+Institute+of+Science+and+Technology,-1
297051,/universities/united-arab-emirates-university,United Arab Emirates University,"<img src=""https://www.topuniversities.com/sites/default/files/united-arab-emirates-university_778_small.jpg"" alt=""United Arab Emirates University Logo"">",778,32.4,329,United Arab Emirates,Asia,5,"<a href=""/where-to-study/asia/united-arab-emirates/guide"" class=""guide-link"" target=""_blank"">United Arab Emirates</a>",329,United+Arab+Emirates+University,-1
